$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
8,3,4,9,5,4,2,0.11,2,2,2,1,8,1,0,10,1,33.28,9.97,3306.02,0.11,69,0.1,183.67,331.71,0.5,1,2,8,0.06,23,46,15,13,34,58.33,19,1
28,9,4,5,23,16,5,0.14,8,2,5,1,23,1,0,32,2,39.89,20.67,17036.72,0.27,168,0.05,946.48,824.36,0.2,4,8,20,0.06,62,106,18,12,89,46.67,37,0
9,11,3,3,10,20,6,0.16,10,2,6,1,24,1,0,35,1,34.2,29.65,30059.84,0.34,201,0.03,1669.99,1013.92,0.17,5,10,20,0.1,63,138,17,16,59,27.08,38,1
3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,21.13,9.29,1821.84,0.07,48,0.11,101.21,196.2,0.25,3,6,14,0.24,13,35,7,10,17,0,8,0
22,13,4,8,23,24,7,0.27,12,2,5,0.71,30,1,0,18,0,32.65,14.37,6740.64,0.16,93,0.07,374.48,469.13,0.14,6,12,25,0.1,39,54,19,14,72,63.27,26,0
2,5,2,0,0,0,3,0.43,0,0,2,0.67,11,1,0,7,0,18.58,9.43,1651.29,0.06,42,0.11,91.74,175.14,0.33,0,0,10,0.2,12,30,7,11,15,0,7,0
1,13,1,0,0,0,7,0.41,0,0,6,0.86,24,6,0,17,3,29.56,17.53,9086.14,0.17,109,0.06,504.79,518.28,0.86,0,0,19,0.37,51,58,16,11,19,0,17,0
0,3,1,0,0,0,2,0.29,0,0,1,0.5,6,1,0,7,0,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,0,0,6,0.22,6,15,6,8,9,0,7,0
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,3,0.14,5,8,5,7,7,0,5,0
1,3,1,0,0,0,2,0.25,0,0,2,1,7,1,0,8,2,14.86,9.6,1369.94,0.05,32,0.1,76.11,142.7,0.5,0,0,7,0.2,16,16,10,12,10,0,8,0
2,1,0,0,0,0,1,0.11,0,0,1,1,1,1,0,9,0,15.4,11,1863.6,0.06,51,0.09,103.53,169.42,1,0,0,2,0.08,22,29,5,5,13,0,9,0
23,23,10,8,19,42,12,0.21,20,2,6,0.5,67,6,0,50,2,117.86,30.67,110843.58,1.2,533,0.03,6157.98,3614.46,0.5,11,21,57,0.11,232,301,87,23,105,35.06,58,1
0,9,1,0,0,0,5,1,0,0,4,0.8,18,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,15,0.45,0,0,0,0,11,0,0,0
1,1,3,0,0,0,1,0.2,0,0,1,1,5,1,0,5,0,25,1.8,81,0.02,15,0.56,4.5,45,1,0,0,6,0.13,6,9,5,3,8,0,5,0
3,11,4,0,0,0,6,0.46,0,0,5,0.83,26,1,0,13,0,26.14,14.06,5163.5,0.12,85,0.07,286.86,367.36,0.17,0,0,22,0.27,23,62,9,11,22,0,13,0
7,1,1,8,6,0,1,0.07,0,0,1,1,2,1,0,6,0,21.37,13.3,3780.76,0.09,62,0.08,210.04,284.27,1,0,0,3,0.03,19,43,10,14,29,70,14,1
0,5,2,0,0,0,3,0.33,0,0,3,1,11,1,0,9,0,15.35,10.67,1746.31,0.05,43,0.09,97.02,163.72,0.33,0,0,10,0.27,16,27,6,8,11,0,9,0
3,1,1,0,4,0,1,0.25,0,0,1,1,2,1,0,4,0,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.08,5,8,5,6,13,50,4,0
0,1,4,0,0,0,1,0.2,0,0,1,1,5,1,0,5,1,34.06,3,306.56,0.03,25,0.33,17.03,102.19,1,0,0,6,0.14,11,14,11,6,7,0,5,0
1,3,0,0,0,0,2,0.33,0,0,1,0.5,5,1,0,6,1,9.6,6.13,360.21,0.02,17,0.16,20.01,58.81,0.5,0,0,5,0.22,7,10,4,7,9,0,6,0
14,13,3,3,19,24,7,0.23,12,2,4,0.57,29,5,0,27,0,12.36,44.1,24032.81,0.18,110,0.02,1335.16,544.96,0.71,6,12,24,0.11,42,68,10,21,65,44.9,30,0
7,33,2,14,26,0,17,0.17,0,0,7,0.41,60,6,0,86,1,28.06,80.83,183341.27,0.76,404,0.01,10185.63,2268.34,0.35,0,0,45,0.11,143,261,23,26,153,31.75,100,0
1,17,0,0,0,0,9,0.47,0,0,1,0.11,29,9,1,19,3,19.68,25.33,12630.47,0.17,98,0.04,701.69,498.57,1,0,0,22,0.43,40,58,15,19,21,0,19,0
5,5,1,1,0,8,3,0.21,4,2,1,0.33,10,1,0,13,1,19.01,14.67,4089.46,0.09,58,0.07,227.19,278.83,0.33,2,4,9,0.14,22,36,12,16,21,7.14,14,1
23,21,2,13,15,40,11,0.14,20,2,8,0.73,44,1,0,66,0,44.4,36.47,59060.03,0.54,321,0.03,3281.11,1619.25,0.09,10,20,35,0.09,99,222,19,14,119,29.79,79,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0
2,13,1,0,0,0,7,0.64,0,0,5,0.71,25,6,0,11,1,7.1,27.62,5419.98,0.07,48,0.04,301.11,196.2,0.86,0,0,20,0.5,17,31,4,13,14,0,11,0
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,11.84,5.63,374.67,0.02,18,0.18,20.81,66.61,1,0,0,3,0.17,5,13,4,9,6,0,4,0
1,11,0,0,0,0,6,0.6,0,0,1,0.17,19,5,0,10,3,9.15,19.2,3374.61,0.06,43,0.05,187.48,175.76,0.83,0,0,15,0.46,16,27,5,12,13,0,10,0
30,21,5,7,46,38,11,0.27,18,2,3,0.27,47,1,0,34,0,45.21,24.8,27807.82,0.37,203,0.04,1544.88,1121.28,0.09,10,19,38,0.09,93,110,30,16,118,60.92,41,0
15,11,4,0,0,20,6,0.33,10,2,5,0.83,28,1,0,18,0,26.43,17.45,8053.59,0.15,102,0.06,447.42,461.4,0.17,5,10,24,0.15,32,70,11,12,39,0,18,0
5,9,2,1,20,0,5,0.28,0,0,4,0.8,17,1,0,17,0,17.71,13.85,3394.73,0.08,51,0.07,188.6,245.18,0.2,0,0,14,0.11,24,27,13,15,45,55.26,18,0
2,15,0,0,0,0,8,0.8,0,0,1,0.13,25,7,0,10,3,9.44,27,6884.83,0.08,59,0.04,382.49,254.99,0.88,0,0,19,0.57,18,41,5,15,14,0,10,0
31,25,3,19,29,38,13,0.22,14,2,3,0.23,45,9,0,39,0,36.37,41.48,62590.96,0.5,266,0.02,3477.28,1508.87,0.69,12,19,34,0.11,101,165,28,23,120,55.17,58,1
1,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,7.62,8,487.55,0.02,17,0.13,27.09,60.94,0.5,1,2,6,0.25,8,9,4,8,8,0,5,0
14,25,8,3,21,0,13,0.16,0,0,8,0.62,61,7,0,76,0,57.88,39.06,88285.54,0.75,391,0.03,4904.75,2260.51,0.54,0,0,50,0.11,148,243,36,19,119,24,79,0
1,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.2,1,4,1,4,5,0,2,0
28,28,13,15,0,20,19,0.15,8,2,14,0.74,69,5,0,110,0,72.82,37.62,103078.67,0.91,421,0.03,5726.59,2739.78,0.26,6,10,52,0.12,153,268,61,30,155,12,125,0
2,15,6,0,1,0,8,0.31,0,0,8,1,35,1,0,26,2,25.59,23.5,14132.38,0.2,113,0.04,785.13,601.38,0.13,0,0,29,0.18,47,66,20,20,45,3.7,26,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
26,9,3,7,25,16,5,0.17,8,2,3,0.6,22,1,0,22,0,29.78,16.47,8078.25,0.16,99,0.06,448.79,490.47,0.2,4,8,19,0.06,40,59,17,14,81,59.26,29,0
2,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,1,0,0,3,0.11,7,12,6,7,9,0,5,0
8,17,5,4,4,0,10,0.37,0,0,6,0.6,38,1,0,23,0,26.68,23.54,14784.08,0.21,128,0.04,821.34,628.08,0.1,0,0,30,0.22,36,92,13,17,45,25.81,27,0
0,5,2,0,0,0,3,0.6,0,0,3,1,10,1,0,5,0,13.34,10,1334.38,0.04,32,0.1,74.13,133.44,0.33,0,0,9,0.5,10,22,6,12,6,0,5,0
6,1,2,0,2,0,1,0.13,0,0,1,1,3,1,0,8,1,25.29,7.22,1319.22,0.06,43,0.14,73.29,182.66,1,0,0,4,0.06,13,30,9,10,18,20,8,0
0,7,1,0,0,0,4,1,0,0,2,0.5,14,3,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0,12,0.33,0,0,0,0,12,0,0,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
20,9,1,9,14,14,5,0.11,6,2,1,0.2,18,3,0,36,1,36.38,29,30595,0.35,211,0.03,1699.72,1055,0.6,4,7,15,0.06,58,153,16,16,81,38.98,45,1
20,3,6,1,10,4,2,0.07,2,2,2,1,16,1,0,28,0,49.24,12.67,7899.91,0.21,118,0.08,438.88,623.68,0.5,1,2,16,0.03,57,61,27,12,61,28.21,29,1
14,5,4,6,37,0,3,0.1,0,0,2,0.67,20,1,0,25,1,33.43,19.13,12234.56,0.21,121,0.05,679.7,639.53,0.33,0,0,19,0.03,55,66,23,16,91,63.24,31,0
16,15,3,2,36,28,8,0.12,14,2,2,0.25,36,4,0,63,1,25.26,51.45,66858.35,0.43,241,0.02,3714.35,1299.55,0.5,7,14,30,0.07,85,156,19,23,119,37.62,65,0
28,7,3,4,14,10,4,0.21,4,2,2,0.5,14,3,0,15,0,30.78,13.5,5608.87,0.14,81,0.07,311.6,415.47,0.75,3,5,12,0.05,36,45,20,15,78,54.55,19,0
5,1,1,0,0,0,1,0.1,0,0,1,1,2,1,0,10,1,22.5,8.36,1571.14,0.06,47,0.12,87.29,188,1,0,0,3,0.06,13,34,7,9,17,0,10,0
1,17,4,0,1,0,9,0.5,0,0,4,0.44,36,9,1,18,1,17.48,32.31,18244.42,0.19,111,0.03,1013.58,564.71,1,0,0,29,0.43,40,71,13,21,21,5.26,18,0
11,1,5,0,21,0,1,0.08,0,0,1,1,11,1,0,12,0,49.84,4.47,996.88,0.07,48,0.22,55.38,222.91,1,0,0,12,0.02,23,25,18,7,46,63.64,12,0
18,27,6,2,13,0,16,0.25,0,0,8,0.5,59,5,0,62,1,36.04,49.78,89317.82,0.6,305,0.02,4962.1,1794.21,0.31,0,0,45,0.15,118,187,32,27,110,19.48,64,0
6,3,1,0,2,4,2,0.22,2,2,1,0.5,7,1,0,9,0,13.68,9.63,1267.48,0.04,31,0.1,70.42,131.69,0.5,1,2,7,0.11,14,17,8,11,19,18.18,9,0
1,7,1,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,14.43,13,2437.9,0.06,48,0.08,135.44,187.53,0.25,0,0,14,0.27,13,35,5,10,15,0,8,0
0,5,5,0,0,0,3,1,0,0,3,1,15,1,0,0,3,0,0,0,0,0,0,0,0,0.33,0,0,14,0.13,0,0,0,0,24,0,0,0
6,3,0,0,0,4,2,0.18,2,2,1,0.5,7,1,0,11,0,12.36,20.3,5094.23,0.08,70,0.05,283.01,250.95,0.5,1,2,7,0.11,29,41,5,7,19,0,11,0
4,20,8,2,2,0,12,0.27,0,0,5,0.42,48,1,0,42,0,50.06,26.9,36231.7,0.45,219,0.04,2012.87,1346.79,0.08,0,0,38,0.23,99,120,46,25,52,8.7,44,0
6,7,1,2,0,10,4,0.27,4,2,2,0.5,11,1,0,13,0,15.91,13.65,2963.84,0.07,48,0.07,164.66,217.13,0.25,3,5,9,0.17,21,27,10,13,23,13.33,15,0
3,1,1,0,2,0,1,0.33,0,0,1,1,2,1,0,3,0,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,0.1,4,7,3,6,10,40,3,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0.03,0,0,0,0,38,0,0,0
5,11,7,0,18,20,6,0.21,10,2,5,0.83,25,1,0,28,0,37.83,11.63,5117.89,0.15,88,0.09,284.33,440,0.17,5,10,21,0.11,34,54,19,13,53,39.13,28,0
17,11,1,6,10,20,6,0.14,10,2,3,0.5,24,1,0,37,0,51.72,17.7,16202.08,0.31,172,0.06,900.12,915.37,0.17,5,10,20,0.08,59,113,25,15,72,30.19,43,1
1,3,1,0,0,4,2,0.15,2,2,1,0.5,6,1,0,13,2,16.75,23,8858.36,0.13,81,0.04,492.13,385.15,0.5,1,2,6,0.12,23,58,9,18,17,0,13,0
6,13,3,0,0,0,7,0.39,0,0,4,0.57,32,1,0,18,0,32.59,13.12,5614.09,0.14,91,0.08,311.89,427.74,0.14,0,0,27,0.27,42,49,16,10,26,0,18,0
1,7,3,0,0,0,4,0.4,0,0,3,0.75,16,3,0,10,3,18.8,11,2275.01,0.07,44,0.09,126.39,206.82,0.75,0,0,14,0.33,22,22,13,13,12,0,10,0
14,10,1,2,3,6,7,0.24,2,3,2,0.29,20,3,0,27,0,28.86,15.75,7159.08,0.15,86,0.06,397.73,454.54,0.43,2,3,15,0.15,27,59,18,21,48,15.63,29,0
8,5,1,0,3,8,3,0.16,4,2,2,0.67,13,1,0,19,0,18.18,20.68,7775.68,0.13,82,0.05,431.98,375.97,0.33,2,4,12,0.09,35,47,11,13,32,13.64,19,0
4,3,1,0,0,4,2,0.04,2,2,2,1,49,1,0,49,0,29.78,92.08,252543.19,0.91,615,0.01,14030.18,2742.55,0.5,1,2,49,0.04,221,394,12,10,55,0,49,0
6,9,2,0,5,0,5,0.22,0,0,4,0.8,19,3,0,23,2,19.11,23.43,10491.03,0.15,88,0.04,582.83,447.7,0.6,0,0,16,0.14,37,51,15,19,35,17.86,23,0
3,3,2,0,0,4,2,0.25,2,2,2,1,7,1,0,8,0,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,0.5,1,2,7,0.15,10,16,8,9,13,0,8,0
3,3,1,0,1,4,2,0.17,2,2,1,0.5,8,1,0,12,0,15.49,22.5,7840.29,0.12,76,0.04,435.57,348.46,0.5,1,2,8,0.11,27,49,9,15,18,7.69,12,0
11,7,3,1,8,12,4,0.17,6,2,2,0.5,17,1,0,23,0,23.89,23,12637.26,0.18,108,0.04,702.07,549.45,0.25,3,6,15,0.09,46,62,17,17,45,28.13,24,1
19,5,4,2,10,0,4,0.22,0,0,4,1,10,1,0,16,1,24.09,12.75,3916.29,0.1,62,0.08,217.57,307.16,0.25,0,0,8,0.08,21,41,14,17,48,42.86,18,0
3,9,1,0,2,18,5,0.5,6,3,3,0.6,15,3,0,10,0,12.2,18,3953.09,0.07,50,0.06,219.62,219.62,0.6,6,9,12,0.29,18,32,7,14,17,16.67,10,0
0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1,0,0,6,0.5,6,11,5,8,6,0,5,0
8,3,0,0,2,4,2,0.07,2,2,1,0.5,6,1,0,28,0,45.76,22.9,24004.59,0.35,206,0.04,1333.59,1048.02,0.5,1,2,6,0.05,74,132,21,13,40,6.67,28,0
42,22,3,7,14,20,15,0.18,8,2,8,0.53,46,7,0,78,1,25.02,66.18,109551.27,0.55,307,0.02,6086.18,1655.44,0.47,6,10,33,0.1,90,217,17,25,143,21.21,85,0
31,28,5,1,6,28,19,0.23,12,2,12,0.63,65,4,0,82,1,30.56,55.32,93527.72,0.56,274,0.02,5195.98,1690.56,0.21,8,14,48,0.15,99,175,34,38,123,7.87,83,0
15,7,0,3,7,12,4,0.17,6,2,1,0.25,14,1,0,21,2,21.19,14.3,4333.9,0.1,69,0.07,240.77,303.07,0.25,3,6,12,0.08,26,43,10,11,50,32.25,24,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1,0,0,2,0.2,2,7,2,7,5,0,2,0
10,9,3,2,0,0,5,0.28,0,0,3,0.6,17,3,0,16,0,15.62,25.83,10423.15,0.13,88,0.04,579.06,403.48,0.6,0,0,14,0.16,31,57,9,15,32,11.11,18,0
1,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,0,0,3,0,0,4.75,1,0,0,2,0.2,0,3,0,3,5,0,2,0
23,18,7,6,11,22,10,0.22,8,2,7,0.7,35,7,0,39,0,44.3,18.86,15752.04,0.28,142,0.05,875.11,835.34,0.7,7,11,27,0.12,55,87,35,24,81,30.36,45,0
2,5,5,0,0,0,3,0.18,0,0,3,1,13,1,0,17,0,33.91,8.29,2327.82,0.09,63,0.12,129.32,280.94,0.33,0,0,12,0.14,29,34,14,8,21,0,17,0
9,1,1,1,3,0,1,0.06,0,0,1,1,2,1,0,15,0,19.12,16.89,5453.58,0.11,79,0.06,302.98,322.91,1,0,0,3,0.03,38,41,9,8,30,21.05,16,0
4,3,1,0,0,4,2,0.13,2,2,1,0.5,9,1,0,15,0,15.71,19.38,5897.84,0.1,73,0.05,327.66,304.4,0.5,1,2,9,0.1,31,42,8,10,21,0,15,0
3,3,1,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,0.5,1,2,6,0.2,15,21,8,12,10,0,6,0
6,17,2,4,5,26,9,0.27,10,2,3,0.33,29,1,0,29,0,20.17,30.46,18713.14,0.2,124,0.03,1039.61,614.32,0.11,8,13,22,0.2,44,80,13,18,46,23.68,33,1
14,11,4,6,12,20,6,0.25,10,2,6,1,22,1,0,18,0,27.07,18.67,9430.96,0.17,104,0.05,523.94,505.23,0.17,5,10,18,0.12,40,64,15,14,52,50,24,0
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,2,0.2,3,6,3,5,5,0,3,0
5,1,2,0,2,0,1,0.1,0,0,1,1,3,1,0,10,0,22.45,4.29,412.33,0.03,26,0.23,22.91,96.21,1,0,0,4,0.05,10,16,7,6,19,16.67,10,0
1,19,6,0,4,0,10,0.5,0,0,9,0.9,46,1,0,20,0,29.14,20.35,12066.79,0.2,135,0.05,670.38,592.96,0.1,0,0,38,0.32,37,98,10,11,31,16.67,20,0
2,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,2,5.12,21.67,2405.29,0.04,30,0.05,133.63,111.01,1,0,0,2,0.08,13,17,3,10,12,0,8,0
1,16,3,0,0,0,10,0.43,0,0,9,0.9,42,1,0,23,3,19.68,29.22,16802.56,0.19,114,0.03,933.48,575.06,0.1,0,0,34,0.4,55,59,16,17,25,0,23,0
5,3,4,0,0,4,2,0.15,2,2,2,1,8,1,0,13,0,37.27,5.54,1143.35,0.07,47,0.18,63.52,206.44,0.5,1,2,8,0.1,18,29,13,8,20,0,13,0
14,9,1,6,12,16,5,0.13,8,2,2,0.4,18,1,0,32,0,16.9,44.55,33544.41,0.25,152,0.02,1863.58,753.04,0.2,4,8,15,0.08,49,103,11,20,66,36,38,1
1,5,1,0,0,0,3,0.43,0,0,1,0.33,10,1,0,7,1,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,0,0,9,0.33,13,16,6,9,9,0,7,0
9,17,1,11,2,22,9,0.2,6,3,2,0.22,29,7,0,33,0,21.71,36.56,29017.62,0.26,156,0.03,1612.09,793.64,0.78,8,11,22,0.16,65,91,16,18,57,28.26,44,1
6,1,1,0,6,0,1,0.07,0,0,1,1,2,1,0,14,0,23.11,13.5,4212,0.1,78,0.07,234,312,1,0,0,3,0.04,27,51,8,8,28,30,14,0
2,1,1,0,1,0,1,0.5,0,0,1,1,2,1,0,2,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,33.33,2,0
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.2,2,3,2,3,5,0,4,0
4,8,0,7,0,0,7,0.41,0,0,1,0.14,15,1,0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,361.93,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,0
8,3,4,0,16,4,2,0.18,2,2,2,1,9,1,0,11,0,25.93,6,933.54,0.05,36,0.17,51.86,155.59,0.5,1,2,9,0.05,12,24,10,10,37,59.26,11,0
11,9,1,2,6,14,5,0.19,6,2,3,0.6,20,4,0,24,0,20.13,28.77,16657.75,0.19,118,0.03,925.43,579.01,0.8,4,7,17,0.11,44,74,13,17,45,25,26,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,17.34,8.25,1180.25,0.05,35,0.12,65.57,143.06,0.33,0,0,10,0.23,9,26,6,11,13,0,6,0
1,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,6.79,8,434.27,0.02,21,0.13,24.13,54.28,1,0,0,2,0.13,8,13,2,4,8,0,5,0
8,5,0,1,8,8,3,0.5,2,4,1,0.33,7,1,0,5,0,12.26,11,1483.75,0.04,33,0.09,82.43,134.89,0.33,3,4,6,0.13,12,21,6,11,24,64.29,6,0
11,9,0,0,1,14,5,0.25,6,2,1,0.2,16,4,0,20,1,13.81,24.89,8552.95,0.11,74,0.04,475.16,343.65,0.8,4,7,13,0.15,28,46,9,16,34,4.76,20,0
0,1,3,0,0,0,1,0.17,0,0,1,1,4,1,0,6,2,22.59,2.86,184.37,0.02,18,0.35,10.24,64.53,1,0,0,5,0.14,8,10,7,5,7,0,6,0
0,11,2,0,0,0,6,1,0,0,2,0.33,21,6,1,0,2,0,0,0,0,0,0,0,0,1,0,0,17,0.43,0,0,0,0,14,0,0,0
