$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
4,7,3,0,1,12,4,0.44,6,2,4,1,13,1,0,9,0,19.64,5.5,594,0.04,27,0.18,33,108,0.25,3,6,11,0.27,11,16,8,8,15,10,9,0
0,3,1,0,0,4,2,0.29,2,2,2,1,7,1,0,7,1,8.41,10.13,861.74,0.03,23,0.1,47.87,85.11,0.5,1,2,7,0.25,9,14,4,9,8,0,7,0
2,7,0,0,0,12,4,0.44,6,2,1,0.25,13,4,1,9,2,7.44,13.5,"1,355.12",0.03,28,0.07,75.28,100.38,1,3,6,11,0.33,9,19,3,9,12,0,9,0
20,12,3,0,4,14,7,0.26,6,2.33,4,0.57,22,1,0,27,5,23.63,21.45,"10,872.53",0.17,94,0.05,604.03,506.88,0.14,4,7,17,0.13,39,55,20,22,52,12.9,27,1
4,24,3,10,1,28,16,0.22,14,2,5,0.31,49,1,0,64,0,36.82,82.8,"252,471.13",1.02,488,0.01,"14,026.17","3,048.99",0.06,7,14,35,0.2,194,294,41,35,80,14.67,74,0
7,7,2,1,0,12,4,0.13,6,2,3,0.75,16,1,0,30,2,29.83,40.13,"48,033.42",0.4,222,0.02,"2,668.52","1,197.09",0.25,3,6,14,0.1,107,115,24,18,39,3.23,31,0
2,13,1,0,0,22,7,0.64,10,2.2,5,0.71,25,6,0.83,11,0,7.15,29.75,"6,326.82",0.07,51,0.03,351.49,212.67,0.86,6,11,20,0.5,17,34,4,14,14,0,11,0
23,51,0,0,13,84,26,0.36,34,2.47,1,0.04,86,13,0.48,72,0,67.01,40.21,"108,344.7",0.9,425,0.02,"6,019.15","2,694.44",0.5,25,42,62,0.24,191,234,57,24,109,15.29,72,0
27,25,20,0,0,4,23,0.29,2,2,22,0.96,51,1,0,79,1,54.19,28.96,"45,461.48",0.52,243,0.03,"2,525.64","1,569.64",0.04,1,2,30,0.21,92,151,54,34,107,0,79,0
13,71,16,4,1,126,36,0.41,56,2.25,24,0.67,150,15,0.4,84,0,118.25,29.92,"105,895.19",1.18,516,0.03,"5,883.07","3,538.72",0.42,35,65,116,0.29,242,274,93,23,124,5.62,88,0
62,71,14,42,24,140,36,0.25,70,2,17,0.47,183,1,0,102,0,83.06,87.53,"636,348.83",2.42,1070,0.01,"35,352.71","7,270.02",0.03,35,70,149,0.15,495,575,82,29,239,39.29,144,0
2,7,1,0,0,12,4,0.44,6,2,2,0.5,14,3,0.67,9,0,10.4,19,"3,755.43",0.07,45,0.05,208.64,197.65,0.75,3,6,12,0.33,19,26,7,14,12,0,9,0
6,9,1,2,4,16,5,0.36,8,2,2,0.4,16,1,0,12,0,15.86,20,"6,345.71",0.11,66,0.05,352.54,317.29,0.2,4,8,13,0.2,30,36,12,16,25,33.33,14,0
9,3,2,0,8,4,2,0.14,2,2,2,1,8,1,0,14,0,37.7,7.78,"2,280.82",0.1,61,0.13,126.71,293.25,0.5,1,2,8,0.06,28,33,18,10,32,36.36,14,0
3,7,3,2,1,10,4,0.33,4,2.5,2,0.5,14,1,0,10,0,32.81,8.31,"2,263.1",0.09,55,0.12,125.73,272.48,0.25,3,5,12,0.24,23,32,18,13,17,23.08,12,0
2,3,2,0,0,4,2,0.1,2,2,2,1,7,1,0,20,1,32.95,7.44,"1,824.39",0.08,51,0.13,101.36,245.18,0.5,1,2,7,0.09,23,28,17,11,23,0,20,0
8,3,2,0,0,4,2,0.15,2,2,2,1,7,1,0,13,1,26.31,10.35,"2,820.11",0.09,54,0.1,156.67,272.4,0.5,1,2,7,0.09,22,32,17,16,22,0,13,0
16,17,5,0,1,28,9,0.21,12,2.33,7,0.78,36,7,0.75,43,1,81.27,13.35,"14,482.39",0.36,186,0.07,804.58,"1,084.92",0.78,8,14,29,0.15,82,104,43,14,61,2.27,43,1
12,9,2,0,0,14,5,0.23,6,2.33,4,0.8,15,5,1,22,1,38.68,13.94,"7,516.89",0.18,100,0.07,417.61,539.23,1,4,7,12,0.14,41,59,25,17,35,0,22,1
1,7,4,0,0,12,4,0.19,6,2,2,0.5,24,1,0,21,3,34.66,14.24,"7,026.27",0.16,97,0.07,390.35,493.48,0.25,3,6,22,0.17,46,51,21,13,23,0,21,0
39,51,6,1,49,100,26,0.16,50,2,23,0.88,122,1,0,166,0,218.7,22.35,"109,272.46",1.63,671,0.04,"6,070.69","4,888.5",0.04,25,50,98,0.1,304,367,136,20,263,23.15,167,1
2,5,0,0,0,8,3,0.3,4,2,1,0.33,11,1,0,10,0,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,0.33,2,4,10,0.23,14,15,6,7,13,0,10,0
7,7,4,0,3,4,5,0.15,2,2,5,1,14,1,0,34,1,41.62,13.04,"7,074.24",0.18,100,0.08,393.01,542.63,0.2,1,2,11,0.11,44,56,27,16,45,8.1,34,0
2,3,3,0,0,4,2,0.29,2,2,2,1,7,1,0,7,0,19.12,3,172.08,0.02,16,0.33,9.56,57.36,0.5,1,2,7,0.2,6,10,6,6,10,0,7,0
19,15,3,0,0,28,8,0.18,14,2,8,1,40,6,0.71,44,0,63.87,22.36,"31,928.52",0.48,247,0.04,"1,773.81",1428,0.75,7,14,34,0.13,109,138,39,16,64,0,44,0
9,11,2,0,6,20,6,0.22,10,2,5,0.83,26,1,0,27,0,44.04,24.5,"26,437.57",0.36,185,0.04,"1,468.75","1,079.08",0.17,5,10,22,0.14,84,101,36,21,43,18.18,27,0
1,3,1,0,0,4,2,0.22,2,2,2,1,6,1,0,9,0,19.34,12.31,"2,929.74",0.08,49,0.08,162.76,238.04,0.5,1,2,6,0.18,20,29,13,16,11,0,9,0
2,13,5,0,3,22,7,0.35,10,2.2,4,0.57,28,7,1,20,1,25.13,19,"9,073.67",0.16,91,0.05,504.09,477.56,1,6,11,23,0.33,38,53,19,19,21,13.04,20,0
1,9,0,0,0,14,5,0.5,6,2.33,1,0.2,17,3,0.5,10,0,8.52,19.25,"3,158.72",0.05,42,0.05,175.48,164.09,0.6,4,7,14,0.42,14,28,4,11,12,0,10,0
13,17,6,0,4,32,9,0.28,16,2,7,0.78,34,1,0,32,1,50.85,9.8,"4,888.17",0.17,98,0.1,271.56,498.57,0.11,8,16,27,0.18,41,57,23,11,50,11.11,32,0
1,36,2,1,0,56,21,0.42,28,2,6,0.29,77,9,0.4,49,4,35.67,65.77,"154,273.13",0.78,384,0.02,"8,570.73","2,345.67",0.43,14,28,58,0.4,171,213,39,30,52,2,50,0
48,5,7,2,26,6,3,0.06,2,3,2,0.67,14,3,1,51,0,113.81,16.76,"31,957.74",0.64,296,0.06,"1,775.43","1,907.11",1,2,3,13,0.02,138,158,70,17,128,35.44,53,0
5,3,3,1,2,4,2,0.12,2,2,2,1,9,1,0,16,0,38.94,14.72,"8,438.36",0.19,107,0.07,468.8,573.26,0.5,1,2,9,0.08,46,61,25,16,25,15.79,17,0
2,7,2,0,0,8,4,0.31,4,2,3,0.75,15,1,0,13,0,14.24,12.75,"2,314.39",0.06,42,0.08,128.58,181.52,0.25,2,4,13,0.25,17,25,8,12,16,0,13,0
3,13,5,0,0,24,7,0.41,12,2,6,0.86,32,6,0.83,17,0,27.29,21.05,"12,094.31",0.19,112,0.05,671.91,574.48,0.86,6,12,27,0.33,50,62,19,16,21,0,17,0
6,3,1,0,0,4,2,0.17,2,2,2,1,6,1,0,12,1,19.81,9.82,"1,909.77",0.06,43,0.1,106.1,194.51,0.5,1,2,6,0.11,18,25,11,12,19,0,12,0
4,3,0,1,3,4,2,0.2,2,2,1,0.5,6,1,0,9,0,18.85,8.89,"1,489.65",0.06,41,0.11,82.76,167.59,0.5,1,2,6,0.11,20,21,9,8,18,30.77,10,0
1,13,4,0,0,24,7,0.35,12,2,3,0.43,32,4,0.5,20,0,33.58,20.52,"14,141.06",0.23,127,0.05,785.61,689.14,0.57,6,12,27,0.32,57,70,25,18,22,0,20,0
1,7,0,0,0,12,4,0.33,6,2,1,0.25,14,1,0,12,0,21.91,10.05,"2,210.79",0.07,48,0.1,122.82,220.08,0.25,3,6,12,0.29,17,31,11,13,14,0,12,0
12,7,1,0,0,12,4,0.17,6,2,4,1,12,1,0,23,1,46.5,11.79,"6,459.19",0.18,101,0.08,358.84,548.05,0.25,3,6,10,0.11,44,57,28,15,36,0,23,1
8,5,2,0,2,8,3,0.2,4,2,3,1,12,1,0,15,3,29.67,10.11,"3,033.33",0.1,60,0.1,168.52,300,0.33,2,4,11,0.12,26,34,18,14,26,11.76,15,0
6,11,2,0,1,20,6,0.15,10,2,3,0.5,26,1,0,39,3,65.33,12,"9,407.91",0.26,135,0.08,522.65,783.99,0.17,5,10,22,0.13,60,75,40,16,47,2.5,39,0
1,13,1,0,0,20,7,0.7,8,2.5,3,0.43,22,1,0,10,1,13.71,21.6,"6,396.36",0.1,63,0.05,355.35,296.13,0.14,6,10,17,0.58,27,36,10,16,12,0,10,0
32,39,8,3,22,64,20,0.24,30,2.13,7,0.35,74,15,0.74,80,3,52.36,40.4,"85,440.05",0.71,325,0.02,"4,746.67","2,115.03",0.75,17,32,56,0.14,142,183,58,33,145,23.81,83,0
1,9,3,0,0,16,5,0.26,8,2,5,1,24,1,0,19,0,45.44,13,"7,679.54",0.2,111,0.08,426.64,590.73,0.2,4,8,21,0.24,54,57,27,13,21,0,19,0
24,7,4,2,12,12,4,0.12,6,2,4,1,22,1,0,31,2,30.45,28.98,"25,572.65",0.29,158,0.03,"1,420.7",882.42,0.25,3,6,20,0.06,63,95,25,23,70,31.11,33,0
6,9,2,2,9,12,5,0.26,6,2,4,0.8,20,1,0,17,1,35.57,8,"2,276.8",0.09,58,0.13,126.49,284.6,0.2,3,6,17,0.14,24,34,18,12,35,39.29,19,0
5,11,7,5,10,20,6,0.14,10,2,6,1,31,1,0,37,0,169.61,8.26,"11,574.36",0.47,221,0.12,643.02,"1,401.11",0.17,5,10,27,0.1,95,126,69,12,58,28.85,42,0
1,5,0,1,0,8,3,0.27,4,2,1,0.33,10,1,0,10,2,13.96,11.67,"1,899.9",0.05,36,0.09,105.55,162.85,0.33,2,4,9,0.23,15,21,9,14,13,9.09,11,0
4,29,4,0,5,56,15,0.42,28,2,8,0.53,61,1,0,36,0,40.52,27.02,"29,576.11",0.36,193,0.04,"1,643.12","1,094.78",0.07,14,28,48,0.33,91,102,32,19,46,12.2,36,0
5,49,0,0,0,56,25,0.48,16,3.5,1,0.04,65,25,1,52,4,31.64,38.62,"47,183.65",0.41,249,0.03,"2,621.31","1,221.82",1,20,28,42,0.43,101,148,17,13,58,0,52,0
1,9,1,0,0,16,5,0.45,8,2,3,0.6,18,1,0,11,0,16.12,14.3,"3,299.03",0.08,51,0.07,183.28,230.7,0.2,4,8,15,0.38,22,29,10,13,13,0,11,0
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,6.5,6,234,0.01,13,0.17,13,39,0.5,1,2,6,0.29,4,9,2,6,7,0,6,0
14,3,2,0,12,4,2,0.05,2,2,2,1,14,1,0,41,0,75.92,28.31,"60,857.94",0.72,343,0.04,3381,"2,149.51",0.5,1,2,14,0.03,151,192,56,21,68,22.64,41,0
1,11,1,5,0,20,6,0.22,10,2,2,0.33,24,4,0.6,22,1,16.21,46.93,"35,696.56",0.25,146,0.02,"1,983.14",760.58,0.67,5,10,20,0.21,64,82,15,22,29,18.52,27,0
25,13,15,0,19,12,9,0.16,6,2,9,1,38,1,0,57,0,59.57,22.33,"29,696.99",0.44,211,0.04,"1,649.83","1,330.1",0.11,3,6,31,0.09,86,125,52,27,102,25,57,0
13,16,3,2,0,10,12,0.2,4,2.5,7,0.58,34,4,0.27,58,1,40.9,26.43,"28,568.25",0.36,183,0.04,"1,587.13","1,080.96",0.33,3,5,24,0.16,74,109,35,25,74,3.33,60,1
1,13,1,0,0,22,7,0.41,10,2.2,6,0.86,24,6,0.83,17,3,44.6,12.75,"7,250.82",0.19,110,0.08,402.82,568.69,0.86,6,11,19,0.37,51,59,24,12,19,0,17,0
10,5,4,2,2,8,3,0.08,4,2,1,0.33,13,1,0,34,0,61.05,23.72,"34,338.99",0.48,254,0.04,"1,907.72","1,447.91",0.33,2,4,12,0.06,117,137,37,15,49,10.53,36,1
2,13,3,0,0,24,7,0.37,12,2,4,0.57,30,7,1,19,0,36.07,18.91,"12,903.06",0.23,130,0.05,716.84,682.23,1,6,12,25,0.32,58,72,23,15,22,0,19,0
0,5,4,1,0,8,3,0.25,4,2,2,0.67,14,1,0,11,0,25.67,11.09,"3,155.71",0.09,58,0.09,175.32,284.6,0.33,2,4,13,0.23,29,29,17,13,13,8.33,12,0
14,9,6,2,5,16,5,0.26,8,2,5,1,22,1,0,17,0,27.48,11.67,"3,740.65",0.11,66,0.09,207.81,320.63,0.2,4,8,19,0.13,25,41,15,14,39,29.17,19,0
1,13,2,9,0,24,5,0.11,12,2,3,0.6,32,1,0,36,0,50.26,14.66,"10,796.83",0.25,128,0.07,599.82,736.63,0.2,6,12,27,0.11,54,74,35,19,46,20,45,0
225,236,15,2,40,384,136,0.23,188,2.04,123,0.9,581,123,0.9,600,2,246.47,105.26,"2,730,637.23",8.65,2785,0.01,"151,702.06","25,942.69",0.9,98,192,447,0.16,1144,1641,538,99,868,6.54,602,1
5,3,2,0,0,4,2,0.14,2,2,2,1,9,1,0,14,0,25.22,9.21,"2,138.11",0.08,50,0.11,118.78,232.19,0.5,1,2,9,0.1,17,33,12,13,20,0,14,0
10,9,3,4,6,16,5,0.28,8,2,2,0.4,20,3,0.5,14,1,26.25,13.59,"4,846.95",0.12,72,0.07,269.28,356.7,0.6,4,8,17,0.14,33,39,17,14,35,41.67,18,0
0,7,2,0,0,12,4,0.24,6,2,3,0.75,13,1,0,17,2,25.55,11.15,"3,178.67",0.09,63,0.09,176.59,284.98,0.25,3,6,11,0.22,29,34,13,10,18,0,17,0
8,13,1,0,2,16,7,0.44,4,4,3,0.43,21,7,1,16,0,19.37,22,"9,373.21",0.14,97,0.05,520.73,426.05,1,6,8,16,0.26,40,57,10,11,27,11.11,16,0
10,3,5,2,0,4,2,0.07,2,2,2,1,9,1,0,26,0,65.33,14.63,"13,972.73",0.32,175,0.07,776.26,955.4,0.5,1,2,9,0.05,78,97,32,12,39,7.14,28,0
13,11,0,2,9,20,6,0.26,10,2,1,0.17,22,1,0,21,0,25.45,30.07,"23,005.27",0.26,141,0.03,"1,278.07",765.1,0.17,5,10,18,0.13,63,78,22,21,46,34.38,23,0
9,5,2,0,1,8,3,0.2,4,2,3,1,10,1,0,15,1,25.82,11.67,"3,513.94",0.1,62,0.09,195.22,301.19,0.33,2,4,9,0.12,25,37,15,14,26,6.25,15,0
80,23,2,10,18,36,12,0.19,14,2.57,7,0.58,44,8,0.64,54,0,64.48,36.58,"86,270.84",0.79,368,0.03,"4,792.82","2,358.66",0.67,11,18,34,0.07,166,202,59,26,163,34.15,64,1
4,3,1,1,1,4,2,0.17,2,2,2,1,8,1,0,11,0,26.92,7.5,"1,514.32",0.07,42,0.13,84.13,201.91,0.5,1,2,8,0.11,20,22,16,12,18,15.38,12,0
1,3,3,1,0,4,2,0.25,2,2,2,1,8,1,0,7,0,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,0.5,1,2,8,0.2,11,14,7,7,10,12.5,8,0
1,7,0,0,0,8,4,0.44,2,4,1,0.25,10,4,1,9,0,17.8,12.28,"2,682.84",0.07,49,0.08,149.05,218.51,1,3,4,8,0.36,17,32,9,13,11,0,9,0
8,52,13,0,7,80,28,0.42,36,2.22,17,0.61,110,22,0.78,66,2,50.98,46.25,"109,073.64",0.79,366,0.02,"6,059.65","2,358.12",0.79,22,40,84,0.34,159,207,55,32,82,9.59,66,0
16,110,19,6,3,196,57,0.4,92,2.13,43,0.75,247,42,0.73,135,0,116.17,59.64,"413,206.28",2.31,951,0.02,"22,955.9","6,928.42",0.74,52,98,192,0.35,428,523,122,34,161,6.25,141,0
17,5,3,0,13,8,3,0.06,4,2,2,0.67,17,1,0,50,0,102.01,28,"79,979.63",0.95,440,0.04,"4,443.31","2,856.42",0.33,2,4,16,0.04,196,244,70,20,81,20.63,50,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,5,1,0,7,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,0.5,1,2,5,0.22,6,11,5,7,9,0,7,0
1,17,4,0,0,30,9,0.47,14,2.14,4,0.44,36,9,1,19,0,26.08,25.85,"17,423.93",0.22,125,0.04,968,674.04,1,8,15,29,0.43,47,78,20,22,21,0,19,0
2,5,5,0,0,8,3,0.18,4,2,3,1,15,1,0,17,3,23.84,12.69,"3,840.79",0.1,66,0.08,213.38,302.61,0.33,2,4,14,0.15,30,36,13,11,20,0,17,0
4,37,4,0,6,54,20,0.4,22,2.45,7,0.35,74,12,0.58,50,2,25.8,70.29,"127,457.2",0.6,307,0.01,"7,080.96","1,813.42",0.6,16,31,56,0.36,123,184,28,32,55,10.71,50,0
3,5,1,2,0,4,3,0.17,2,2,2,0.67,11,3,1,16,1,29.62,10.74,"3,416.62",0.11,59,0.09,189.81,318.15,1,1,2,10,0.04,26,33,23,19,80,11.11,18,0
1,3,2,0,3,4,2,0.29,2,2,2,1,7,1,0,7,0,27.56,6.38,"1,120.04",0.06,40,0.16,62.22,175.69,0.5,1,2,7,0.17,17,23,12,9,12,30,7,0
10,3,2,0,8,4,2,0.13,2,2,2,1,15,1,0,16,1,60.96,16.47,"16,530.21",0.33,185,0.06,918.35,"1,003.86",0.5,1,2,15,0.06,76,109,30,13,35,33.33,16,0
31,18,8,9,8,24,11,0.16,12,2,7,0.64,48,1,0,60,0,79.38,22.5,"40,184.36",0.6,270,0.04,"2,232.46","1,785.97",0.09,6,12,39,0.1,102,168,68,30,109,22.08,69,0
14,13,3,3,19,24,7,0.23,12,2,4,0.57,29,5,0.67,28,0,20.59,32.08,"21,196.67",0.22,125,0.03,"1,177.59",660.68,0.71,6,12,24,0.11,55,70,18,21,65,44,31,0
5,69,8,0,0,130,35,0.54,62,2.1,11,0.31,141,19,0.53,65,0,70.75,49.5,"173,359.85",1.17,526,0.02,"9,631.1","3,502.22",0.54,34,65,108,0.44,204,322,68,33,80,0,65,0
31,16,10,0,10,12,11,0.17,4,3,6,0.55,45,5,0.4,63,0,50.49,33.53,"56,756.57",0.56,267,0.03,"3,153.14","1,692.74",0.45,4,7,36,0.1,114,153,51,30,105,13.7,63,0
