$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
15,17,2,0,2,24,9,0.31,8,3,5,0.56,24,9,1,29,1,47.16,15.35,"11,107.27",0.24,136,0.07,617.07,723.78,1,8,12,17,0.19,57,79,26,14,47,6.45,29,0
7,5,1,5,9,8,3,0.14,4,2,2,0.67,12,1,0,17,0,27.97,8.64,"2,086.35",0.08,55,0.12,115.91,241.58,0.33,2,4,11,0.08,19,36,11,10,39,45.16,22,0
0,3,0,0,1,4,2,0.33,2,2,1,0.5,6,1,0,6,1,5.18,15,"1,165.64",0.03,21,0.07,64.76,77.71,0.5,1,2,6,0.25,9,12,3,10,8,14.29,6,0
5,31,7,0,0,54,16,0.42,24,2.25,9,0.56,59,7,0.4,38,0,49.32,28.33,"39,595.17",0.47,228,0.04,"2,199.73","1,397.48",0.44,15,27,45,0.36,102,126,45,25,44,0,38,0
1,3,2,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,2,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,0.5,1,2,7,0.25,9,16,7,10,8,0,6,0
11,13,7,1,0,20,7,0.23,8,2.5,5,0.71,27,5,0.67,29,0,50.36,13.68,"9,420.58",0.23,124,0.07,523.37,688.77,0.71,6,10,22,0.17,53,71,31,16,42,3.33,30,0
0,3,2,0,0,4,2,0.22,2,2,2,1,8,1,0,9,2,16.25,8.89,"1,283.82",0.05,34,0.11,71.32,144.43,0.5,1,2,8,0.2,16,18,9,10,10,0,9,0
1,13,2,0,0,22,7,0.5,10,2.2,2,0.29,24,1,0,14,0,29.59,14.55,"6,259.35",0.14,82,0.07,347.74,430.33,0.14,6,11,19,0.44,40,42,22,16,16,0,14,0
7,3,0,0,0,4,2,0.4,2,2,1,0.5,5,1,0,5,0,11.15,7.33,599.49,0.03,20,0.14,33.31,81.75,0.5,1,2,5,0.15,8,12,6,11,13,0,5,0
24,29,3,0,34,52,15,0.18,24,2.17,6,0.4,63,5,0.29,83,0,88.12,40.15,"142,018.98",1.18,558,0.02,"7,889.94","3,537.64",0.33,14,26,50,0.12,262,296,62,19,126,29.06,83,0
10,12,2,0,18,16,7,0.18,8,2,3,0.43,25,1,0,40,1,60.7,32.98,"66,017.11",0.67,330,0.03,"3,667.62","2,001.81",0.14,4,8,20,0.1,155,175,47,20,69,31.03,40,0
18,15,8,0,5,28,8,0.22,14,2,7,0.88,35,3,0.29,37,1,64.45,24.23,"37,848.02",0.52,250,0.04,"2,102.67","1,561.98",0.38,7,14,29,0.13,105,145,52,24,61,11.9,37,0
0,9,2,0,1,16,5,0.63,8,2,5,1,17,1,0,8,2,13.02,19.25,"4,824.58",0.08,59,0.05,268.03,250.63,0.2,4,8,14,0.5,28,31,8,11,10,11.11,8,0
31,17,4,11,44,30,9,0.1,14,2.14,2,0.22,44,3,0.25,80,0,75.47,27.68,"57,833.24",0.7,318,0.04,"3,212.96","2,089.21",0.33,8,15,37,0.05,126,192,66,29,167,40.74,91,1
0,5,2,0,0,8,3,0.6,4,2,3,1,10,1,0,5,2,15.88,10.11,"1,623.23",0.05,36,0.1,90.18,160.54,0.33,2,4,9,0.5,14,22,9,13,6,0,5,0
0,5,3,0,0,6,3,0.5,2,3,2,0.67,9,3,1,6,0,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,1,2,3,8,0.43,13,17,9,9,7,0,6,0
0,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,0.5,1,2,6,0.4,7,7,4,7,5,0,4,0
1,7,0,0,0,12,4,0.57,6,2,1,0.25,12,4,1,7,2,14.12,9.63,"1,308.36",0.05,32,0.1,72.69,135.93,1,3,6,10,0.44,14,18,8,11,9,0,7,0
1,73,6,0,0,134,37,0.55,62,2.16,18,0.49,143,18,0.47,67,0,56.51,54.89,"170,295.87",1.03,469,0.02,"9,460.88","3,102.3",0.49,36,67,108,0.54,181,288,61,37,69,0,67,0
1,7,0,0,0,12,4,0.4,6,2,1,0.25,15,1,0,10,0,6.88,24.38,"4,084.91",0.06,41,0.04,226.94,167.59,0.25,3,6,13,0.33,15,26,4,13,12,0,10,0
1,16,3,0,0,20,10,0.43,10,2,9,0.9,42,1,0,23,0,19.57,30.94,"18,729.81",0.2,119,0.03,"1,040.55",605.41,0.1,5,10,34,0.4,55,64,16,18,25,0,23,0
4,11,2,0,0,18,6,0.32,8,2.25,2,0.33,21,3,0.4,19,0,17.53,23.33,"9,541.89",0.14,87,0.04,530.11,408.94,0.5,5,9,17,0.25,40,47,12,14,24,0,19,0
5,9,0,3,9,14,5,0.28,6,2.33,1,0.2,16,5,1,15,0,26.32,13.68,"4,923.53",0.12,72,0.07,273.53,360,1,4,7,13,0.15,31,41,17,15,33,44.44,18,0
39,40,7,4,32,40,25,0.23,16,2.5,14,0.56,81,7,0.25,103,1,80.95,52.91,"226,588.75",1.43,619,0.02,"12,588.26","4,282.78",0.28,12,22,58,0.14,260,359,86,35,179,25.9,107,1
7,10,4,2,0,8,6,0.29,2,4,4,0.67,16,4,0.6,19,0,27.09,15.5,"6,507.43",0.14,80,0.06,361.52,419.83,0.67,3,4,12,0.21,31,49,19,19,29,9.52,21,0
1,7,3,0,0,10,4,0.36,4,2.5,2,0.5,14,3,0.67,11,1,24.61,12.71,"3,973.8",0.1,62,0.08,220.77,312.75,0.75,3,5,12,0.31,27,35,17,16,13,0,11,0
10,49,12,2,1,96,25,0.17,48,2,22,0.88,139,19,0.75,142,2,129.08,40.59,"212,710.32",1.75,751,0.02,"11,817.24","5,239.94",0.76,24,48,116,0.16,328,423,101,25,156,2.07,144,0
1,7,2,0,0,12,4,0.36,6,2,4,1,16,1,0,11,0,28.49,13.18,"4,947.97",0.13,83,0.08,274.89,375.46,0.25,3,6,14,0.31,41,42,14,9,13,0,11,0
19,15,3,2,38,28,8,0.13,14,2,2,0.25,36,4,0.43,62,0,42.11,37.19,"58,228.77",0.52,260,0.03,"3,234.93","1,565.82",0.5,7,14,30,0.07,119,141,40,25,122,39.22,64,0
0,3,1,0,0,4,2,0.5,2,2,2,1,7,1,0,4,0,8.57,5.25,236.11,0.01,13,0.19,13.12,44.97,0.5,1,2,7,0.4,6,7,4,7,5,0,4,0
2,15,1,0,0,24,8,0.33,10,2.4,2,0.25,27,7,0.86,24,3,10.04,45,"20,327.14",0.15,95,0.02,"1,129.29",451.71,0.88,7,12,21,0.3,45,50,9,18,27,0,24,0
1,5,0,0,0,8,3,0.18,4,2,1,0.33,12,1,0,17,1,21.5,7.15,"1,099.18",0.05,35,0.14,61.07,153.73,0.33,2,4,11,0.16,13,22,10,11,19,0,17,0
23,13,7,2,25,22,7,0.2,10,2.2,6,0.86,31,3,0.33,33,1,34.18,27.98,"26,767.81",0.32,167,0.04,"1,487.1",956.56,0.43,6,11,26,0.08,73,94,30,23,84,45,35,0
4,15,1,1,1,26,8,0.38,12,2.17,2,0.25,32,4,0.43,20,1,15.74,26.13,"10,742.56",0.14,83,0.04,596.81,411.2,0.5,7,13,26,0.3,33,50,12,19,27,9.09,21,0
2,9,5,1,0,16,5,0.21,8,2,5,1,25,5,1,23,0,24.71,24.08,"14,329.51",0.2,116,0.04,796.08,595,1,4,8,22,0.19,51,65,18,17,27,4.17,24,0
12,5,2,0,3,8,3,0.15,4,2,3,1,10,1,0,20,1,33.27,13.09,"5,702.11",0.15,83,0.08,316.78,435.58,0.33,2,4,9,0.08,36,47,22,16,36,13.04,20,0
13,7,2,0,0,12,4,0.2,6,2,4,1,14,1,0,20,1,32.68,13.91,"6,322.3",0.15,86,0.07,351.24,454.54,0.25,3,6,12,0.12,36,50,22,17,34,0,20,0
2,5,2,0,1,8,3,0.23,4,2,3,1,12,1,0,13,0,20.13,10.91,"2,395.81",0.07,50,0.09,133.1,219.62,0.33,2,4,11,0.21,24,26,11,10,14,7.14,13,0
0,5,4,0,0,8,3,0.23,4,2,3,1,14,1,0,13,0,14.28,9.33,"1,243.74",0.04,35,0.11,69.1,133.26,0.33,2,4,13,0.21,14,21,6,8,14,0,13,0
8,3,2,0,1,4,2,0.15,2,2,2,1,7,1,0,13,1,24.36,8.77,"1,873.26",0.07,46,0.11,104.07,213.62,0.5,1,2,7,0.09,19,27,13,12,23,7.14,13,0
12,5,5,0,14,6,3,0.14,2,3,2,0.67,13,3,1,22,1,39.97,14.79,"8,738.67",0.2,107,0.07,485.48,591.02,1,2,3,12,0.06,46,61,28,18,49,38.89,22,0
6,5,1,2,3,8,3,0.2,4,2,2,0.67,13,1,0,13,1,22.11,10.58,"2,473.23",0.08,51,0.09,137.4,233.83,0.33,2,4,12,0.12,25,26,13,11,25,27.78,15,0
9,59,13,0,1,82,34,0.39,40,2.05,22,0.65,137,15,0.42,88,2,69.41,44.8,"139,298.89",1.04,466,0.02,"7,738.83","3,109.35",0.44,21,41,105,0.34,196,270,70,32,99,1.12,88,0
0,7,2,0,0,12,4,0.33,6,2,2,0.5,15,1,0,12,0,15.35,20.67,"6,557.23",0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0,12,0
8,3,5,0,0,4,2,0.13,2,2,2,1,13,1,0,16,0,47.11,7.37,"2,557.63",0.12,73,0.14,142.09,347.11,0.5,1,2,13,0.08,35,38,19,8,25,0,16,0
24,38,21,12,41,60,21,0.19,28,2.14,18,0.86,96,5,0.2,97,0,89.79,28.37,"72,282.68",0.85,381,0.04,"4,015.7","2,547.56",0.24,16,30,77,0.12,152,229,75,28,175,35.33,109,1
19,13,3,4,21,24,7,0.23,12,2,4,0.57,29,5,0.67,27,0,21.89,30.39,"20,219.83",0.22,125,0.03,"1,123.32",665.24,0.71,6,12,24,0.1,55,70,19,21,72,48.08,31,0
55,40,5,0,55,44,25,0.16,20,2.2,13,0.52,91,6,0.21,153,1,95.98,61.92,"367,939.9",1.98,841,0.02,"20,441.11","5,942.58",0.24,12,22,68,0.09,379,462,101,33,288,26.44,153,1
5,3,2,0,4,4,2,0.14,2,2,1,0.5,7,1,0,14,1,41.58,15.91,"10,529.3",0.22,129,0.06,584.96,661.68,0.5,1,2,7,0.08,61,68,23,12,24,22.22,14,0
1,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,3,10.75,5,268.87,0.02,15,0.2,14.94,53.77,0.5,1,2,6,0.29,5,10,4,8,7,0,5,0
4,20,8,2,2,24,12,0.27,12,2,5,0.42,48,1,0,43,0,47.52,28.6,"38,870.09",0.45,221,0.03,"2,159.45","1,359.09",0.08,6,12,38,0.23,99,122,45,26,52,8.51,45,0
3,23,8,0,1,42,12,0.27,20,2.1,6,0.5,57,6,0.45,45,0,49.36,26.92,"35,782.13",0.44,225,0.04,"1,987.9","1,329.05",0.5,11,21,47,0.24,100,125,39,21,50,2.17,45,0
8,13,6,0,7,20,7,0.25,10,2,7,1,26,5,0.67,28,2,43.76,15.87,"11,016.6",0.23,125,0.06,612.03,694.32,0.71,5,10,21,0.16,56,69,30,17,44,20,28,0
2,21,1,2,4,40,11,0.37,20,2,3,0.27,47,6,0.5,28,0,25.12,32,"25,722.21",0.27,158,0.03,"1,429.01",803.82,0.55,10,20,38,0.3,72,86,18,16,37,17.65,30,0
16,115,5,0,0,212,58,0.29,98,2.16,2,0.03,262,1,0,199,0,129.4,55.52,"398,853.5",2.39,1079,0.02,"22,158.53","7,184.21",0.02,57,106,206,0.27,512,567,83,18,216,0,199,0
7,5,1,0,1,8,3,0.21,4,2,1,0.33,11,1,0,14,1,28.81,6.29,"1,138.41",0.06,39,0.16,63.24,181.11,0.33,2,4,10,0.13,16,23,14,11,23,6.67,14,0
2,3,2,0,1,4,2,0.25,2,2,2,1,7,1,0,8,0,19.62,6.67,871.99,0.04,32,0.15,48.44,130.8,0.5,1,2,7,0.17,15,17,9,8,12,11.11,8,0
3,3,2,0,0,4,2,0.17,2,2,2,1,8,1,0,12,1,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,0.5,1,2,8,0.13,11,18,8,9,16,0,12,0
2,17,0,0,0,30,9,0.56,14,2.14,1,0.11,31,9,1,16,0,9.47,31.5,"9,393.71",0.1,69,0.03,521.87,298.21,1,8,15,24,0.47,21,48,5,15,19,0,16,0
3,19,12,0,0,34,10,0.22,16,2.13,8,0.8,66,3,0.22,45,2,49.15,41.71,"85,502.74",0.68,319,0.02,"4,750.15","2,049.98",0.3,9,17,58,0.2,148,171,55,31,49,0,45,0
1,17,0,0,0,26,9,0.47,10,2.6,1,0.11,29,9,1,19,3,19.04,26.67,"13,541.31",0.17,99,0.04,752.29,507.8,1,8,13,22,0.43,40,59,15,20,21,0,19,0
17,15,5,0,7,8,11,0.2,4,2,7,0.64,32,1,0,54,1,46.52,27.6,"35,438.4",0.43,214,0.04,"1,968.8",1284,0.09,2,4,23,0.14,92,122,40,24,79,11.48,54,0
2,3,0,2,3,4,2,0.25,2,2,1,0.5,5,1,0,6,0,7.33,4.5,148.5,0.01,11,0.22,8.25,33,0.5,1,2,5,0.14,3,8,2,6,14,45.45,8,0
4,5,1,1,3,8,3,0.25,4,2,1,0.33,11,1,0,11,0,21.4,12,"3,081.09",0.09,56,0.08,171.17,256.76,0.33,2,4,10,0.15,24,32,12,12,20,26.67,12,0
2,15,6,0,0,28,8,0.3,14,2,8,1,37,1,0,27,2,31.82,22.41,"15,978.01",0.24,127,0.04,887.67,713.07,0.13,7,14,31,0.18,55,72,27,22,45,0,27,0
0,5,0,3,0,8,1,0.06,4,2,1,1,12,1,0,13,0,11.89,35.56,"15,025.45",0.14,91,0.03,834.75,422.59,1,2,4,11,0.06,40,51,9,16,17,18.75,16,0
16,17,3,0,3,32,9,0.23,16,2,5,0.56,41,1,0,40,0,44.52,33.54,"50,068.96",0.5,247,0.03,"2,781.61","1,492.97",0.11,8,16,34,0.15,110,137,41,25,60,6.98,40,0
3,13,4,5,0,24,7,0.26,12,2,7,1,27,6,0.83,22,0,36.01,13.42,"6,486.52",0.16,95,0.07,360.36,483.31,0.86,6,12,22,0.23,34,61,19,15,31,18.52,27,0
4,21,2,0,1,34,11,0.38,14,2.43,3,0.27,39,5,0.4,29,3,26.43,34.72,"31,867.04",0.31,161,0.03,"1,770.39",917.77,0.45,10,17,30,0.31,75,86,27,25,35,3.33,29,0
14,9,7,0,7,4,7,0.17,2,2,7,1,23,1,0,42,0,35.76,24.62,"21,677.08",0.29,156,0.04,"1,204.28",880.44,0.14,1,2,18,0.11,68,88,29,21,64,14.29,42,0
48,5,5,0,21,8,3,0.09,4,2,1,0.33,21,1,0,32,3,93.12,15.4,"22,083.6",0.48,239,0.06,"1,226.87",1434,0.33,2,4,20,0.03,110,129,50,14,102,39.62,32,0
0,5,1,0,0,8,3,0.43,4,2,3,1,12,1,0,7,1,15.57,12.6,"2,472.31",0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0,7,0
1,5,0,0,0,8,3,0.43,4,2,1,0.33,9,1,0,7,2,18.88,9,"1,529.25",0.06,40,0.11,84.96,169.92,0.33,2,4,8,0.33,20,20,10,9,9,0,7,0
14,9,7,0,18,16,5,0.19,8,2,5,1,23,1,0,26,0,43.17,10.67,"4,917.61",0.15,86,0.09,273.2,460.75,0.2,4,8,20,0.08,37,49,26,15,59,40.91,26,0
0,5,1,0,0,8,3,0.38,4,2,3,1,15,1,0,8,0,17.84,12,"2,568.63",0.07,48,0.08,142.7,214.05,0.33,2,4,14,0.33,24,24,11,11,9,0,8,0
8,3,2,0,0,4,2,0.17,2,2,2,1,7,1,0,12,0,30.96,6.07,"1,141.33",0.06,41,0.16,63.41,187.98,0.5,1,2,7,0.1,17,24,14,10,21,0,12,1
5,33,2,6,6,58,17,0.27,26,2.23,7,0.41,69,9,0.5,57,1,88.87,32,"91,007.81",0.95,429,0.03,"5,055.99","2,843.99",0.53,16,29,54,0.23,200,229,75,24,75,17.39,63,1
2,3,1,0,0,4,2,0.4,2,2,2,1,7,1,0,5,0,10.81,9.43,961.25,0.03,24,0.11,53.4,101.95,0.5,1,2,7,0.25,11,13,7,12,8,0,5,0
18,11,8,0,17,18,6,0.1,8,2.25,3,0.5,25,1,0,58,0,98.09,20,"39,236.98",0.65,314,0.05,"2,179.83","1,961.85",0.17,5,9,21,0.06,150,164,60,16,94,22.67,58,1
28,27,12,0,10,44,14,0.27,18,2.44,11,0.79,57,9,0.62,51,0,68.42,21.88,"32,737.87",0.5,245,0.05,"1,818.77","1,496.59",0.64,13,24,45,0.16,100,145,48,21,90,16.39,51,0
3,11,3,3,5,20,6,0.33,10,2,4,0.67,20,1,0,15,0,40.56,8.89,"3,204.9",0.12,75,0.11,178.05,360.55,0.17,5,10,16,0.22,32,43,18,10,27,34.78,18,0
1,20,5,2,1,28,12,0.27,14,2,9,0.75,51,7,0.55,43,0,45.6,33.68,"51,715.86",0.51,255,0.03,"2,873.1","1,535.7",0.58,7,14,41,0.25,89,166,37,28,48,6.52,45,0
2,5,1,0,0,8,3,0.3,4,2,1,0.33,11,1,0,10,0,10.25,21,"4,519.69",0.07,49,0.05,251.09,215.22,0.33,2,4,10,0.23,21,28,7,14,13,0,10,0
0,9,0,1,0,16,5,0.45,8,2,1,0.2,17,3,0.5,10,2,16.86,17.14,"4,949.88",0.1,63,0.06,274.99,288.85,0.6,4,8,14,0.42,29,34,11,13,12,9.09,11,0
2,13,2,0,0,20,7,0.54,8,2.5,5,0.71,24,6,0.83,13,2,7.8,43.5,"14,758.99",0.11,74,0.02,819.94,339.29,0.86,6,10,19,0.44,29,45,6,18,16,0,13,0
1,9,0,0,0,16,5,0.45,8,2,1,0.2,18,5,1,11,0,8.77,18.7,"3,066.8",0.05,41,0.05,170.38,164,1,4,8,15,0.38,17,24,5,11,13,0,11,0
1,5,5,1,0,8,3,0.14,4,2,3,1,15,1,0,21,0,41.65,8.64,"3,111.43",0.12,72,0.12,172.86,360,0.33,2,4,14,0.13,33,39,21,11,24,4.55,22,0
18,25,8,9,17,36,14,0.18,16,2.25,8,0.57,51,5,0.31,67,0,56.74,25.15,"35,879.48",0.48,227,0.04,"1,993.3","1,426.79",0.36,10,18,39,0.13,95,132,51,27,112,27.96,76,0
1,11,2,0,0,20,6,0.35,10,2,3,0.5,22,1,0,17,0,14.61,21.67,"6,860.09",0.11,71,0.05,381.12,316.62,0.17,5,10,18,0.32,30,41,9,13,19,0,17,0
1,3,0,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,0,12.48,8.33,866.67,0.03,26,0.12,48.15,104,0.5,1,2,6,0.2,10,16,6,10,10,0,8,0
9,9,4,2,8,10,5,0.22,4,2.5,3,0.6,18,4,0.75,21,0,32.1,20.26,"13,174.23",0.22,113,0.05,731.9,650.3,0.8,3,5,15,0.07,47,66,29,25,74,32.25,23,1
5,7,1,2,0,10,4,0.36,4,2.5,2,0.5,11,1,0,9,0,17.46,14,"3,421.92",0.08,52,0.07,190.11,244.42,0.25,3,5,9,0.24,24,28,12,14,17,18.18,11,0
3,11,0,0,0,20,6,0.38,10,2,1,0.17,24,1,0,16,0,19.33,16.82,"5,466.44",0.11,74,0.06,303.69,325.03,0.17,5,10,20,0.3,37,37,11,10,20,0,16,0
7,13,2,5,5,24,7,0.27,12,2,3,0.43,30,1,0,21,0,19.28,31.67,"19,332.36",0.2,120,0.03,"1,074.02",610.5,0.14,6,12,25,0.18,50,70,15,19,39,32.25,26,0
6,9,0,1,4,14,5,0.23,6,2.33,1,0.2,16,3,0.5,21,2,19.62,28.29,"15,698.57",0.19,111,0.04,872.14,555,0.6,4,7,13,0.15,44,67,14,18,33,19.23,22,0
16,9,5,5,22,16,5,0.12,8,2,5,1,22,1,0,37,1,61.13,14.05,"12,066.02",0.29,146,0.07,670.33,858.87,0.2,4,8,19,0.06,64,82,41,18,81,42.19,42,0
8,11,5,2,0,8,7,0.29,2,4,5,0.71,18,4,0.5,22,0,32.24,15.65,"7,898.75",0.17,93,0.06,438.82,504.64,0.57,3,4,13,0.21,36,57,23,20,33,8.33,24,0
2,3,2,0,0,4,2,0.13,2,2,2,1,8,1,0,15,0,25.27,11.39,"3,280.22",0.1,62,0.09,182.23,287.92,0.5,1,2,8,0.11,29,33,14,11,18,0,15,0
0,3,0,0,1,4,2,0.29,2,2,1,0.5,6,1,0,7,5,16.82,8.33,"1,168.18",0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.22,15,18,9,10,9,12.5,7,0
23,11,5,1,7,8,8,0.17,4,2,5,0.63,24,1,0,45,1,41.03,24.91,"25,462.18",0.34,176,0.04,"1,414.57","1,022.09",0.13,2,4,18,0.1,77,99,34,22,77,15.09,46,0
57,23,5,2,10,32,14,0.17,16,2,6,0.43,51,1,0,82,0,34.47,45.43,"71,132.77",0.52,260,0.02,"3,951.82","1,565.82",0.07,8,16,39,0.09,106,154,35,30,152,12.77,84,0
10,9,4,0,7,16,5,0.22,8,2,5,1,20,1,0,23,0,27.2,13.43,"4,907.99",0.12,76,0.07,272.67,365.36,0.2,4,8,17,0.12,31,45,15,13,41,23.33,23,0
49,21,14,14,71,40,11,0.15,20,2,8,0.73,63,1,0,60,0,66.66,28.77,"55,178.46",0.64,294,0.03,"3,065.47","1,917.93",0.09,10,20,54,0.06,125,169,63,29,195,58.62,74,1
0,11,1,0,0,8,8,0.47,4,2,1,0.13,22,1,0,17,2,16.16,19.2,"5,956.4",0.1,66,0.05,330.91,310.23,0.13,2,4,16,0.44,24,42,10,16,18,0,17,0
2,9,2,1,3,16,5,0.5,8,2,2,0.4,23,1,0,9,0,13.72,23.38,"7,494.65",0.11,66,0.04,416.37,320.63,0.2,4,8,20,0.31,33,33,12,17,16,30.77,10,0
11,17,2,0,5,24,9,0.45,8,3,4,0.44,26,9,1,20,0,31.49,19.57,"12,054.49",0.21,115,0.05,669.69,616.12,1,8,12,19,0.24,50,65,23,18,37,20,20,0
1,3,2,1,0,4,2,0.4,2,2,2,1,5,1,0,4,0,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,5,0.29,7,10,6,8,7,20,5,0
1,3,1,0,0,4,2,0.4,2,2,2,1,7,1,0,5,3,10.99,6.4,449.97,0.02,19,0.16,25,70.31,0.5,1,2,7,0.29,8,11,5,8,7,0,5,0
0,5,2,0,0,8,3,0.75,4,2,3,1,10,3,1,4,0,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,1,2,4,9,0.6,6,17,4,9,5,0,4,0
17,51,6,35,159,56,33,0.13,24,2.33,27,0.82,127,13,0.38,218,0,109.99,72.75,"582,205.62",2.67,1054,0.01,"32,344.76","8,002.45",0.39,16,28,96,0.12,452,602,146,47,268,47.09,253,0
4,13,2,0,3,24,7,0.19,12,2,7,1,37,1,0,36,0,33.06,25.74,"21,902.71",0.28,161,0.04,"1,216.82",850.95,0.14,6,12,32,0.16,74,87,23,16,44,7.69,36,0
0,3,3,0,0,4,2,0.25,2,2,2,1,7,1,0,8,0,19.43,9.92,"1,911.12",0.06,41,0.1,106.17,192.72,0.5,1,2,7,0.22,17,24,12,14,9,0,8,0
