$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
8,5,3,0,10,6,3,0.17,2,3,2,0.67,11,3,1,18,1,32.47,13.7,"6,090.14",0.15,83,0.07,338.34,444.68,1,2,3,10,0.08,35,48,23,18,37,35.71,18,0
14,72,10,0,0,72,53,0.35,36,2,43,0.81,249,1,0,152,3,58.42,270.66,"4,279,633.01",5.27,2134,0,"237,757.4","15,811.64",0.02,18,36,198,0.3,853,1281,104,66,174,0,152,0
1,5,1,0,0,8,3,0.38,4,2,2,0.67,10,3,1,8,0,10.76,14.86,"2,375.83",0.05,37,0.07,131.99,159.91,1,2,4,9,0.3,16,21,7,13,10,0,8,0
0,9,1,0,0,16,5,0.25,8,2,4,0.8,22,1,0,20,0,17.14,43.85,"32,955.41",0.25,149,0.02,"1,830.86",751.61,0.2,4,8,19,0.24,57,92,13,20,21,0,20,0
1,3,0,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,19.12,6,688.28,0.04,31,0.17,38.24,114.71,0.5,1,2,6,0.14,14,17,7,6,14,8.33,12,0
9,11,3,5,12,20,6,0.19,10,2,4,0.67,23,1,0,27,0,44.03,18.65,"15,307.48",0.27,147,0.05,850.42,820.99,0.17,5,10,19,0.11,68,79,31,17,54,38.64,32,0
1,13,0,0,0,20,7,0.88,8,2.5,1,0.14,21,6,0.83,8,0,8.51,21.12,"3,799.3",0.06,44,0.05,211.07,179.85,0.86,6,10,16,0.7,13,31,4,13,10,0,8,0
4,5,1,0,1,8,3,0.21,4,2,2,0.67,11,1,0,14,1,15.57,12.6,"2,472.31",0.07,44,0.08,137.35,196.21,0.33,2,4,10,0.15,21,23,10,12,20,6.67,14,0
37,48,0,1,48,80,27,0.23,40,2,1,0.04,93,13,0.46,116,4,111.77,28.44,"90,416.52",1.06,485,0.04,"5,023.14","3,178.98",0.48,20,40,68,0.13,157,328,69,25,203,29.7,117,0
9,11,2,0,6,16,6,0.21,6,2.67,2,0.33,30,5,0.8,29,0,36.38,24,"20,956.91",0.29,159,0.04,"1,164.27",873.2,0.83,5,8,26,0.11,72,87,27,18,53,17.14,29,0
34,23,6,0,31,34,13,0.16,16,2.13,7,0.54,60,1,0,83,2,73.28,64.54,"305,254.16",1.58,703,0.02,"16,958.56","4,729.73",0.08,9,17,49,0.07,327,376,76,30,174,27.19,83,0
2,5,3,0,0,8,3,0.27,4,2,3,1,10,1,0,11,0,18.35,8.33,"1,274.38",0.05,36,0.12,70.8,152.93,0.33,2,4,9,0.21,15,21,9,10,14,0,11,0
4,3,0,1,3,4,2,0.13,2,2,1,0.5,5,1,0,14,0,40.13,12.11,"5,880.71",0.16,100,0.08,326.71,485.8,0.5,1,2,5,0.09,46,54,19,10,23,22.22,15,0
3,7,0,0,0,10,4,0.4,4,2.5,1,0.25,12,3,0.67,10,1,10.84,13.71,"2,039.01",0.05,35,0.07,113.28,148.68,0.75,3,5,10,0.29,16,19,7,12,14,0,10,0
1,15,2,5,1,20,9,0.27,10,2,5,0.56,40,4,0.38,28,3,34,39.36,"52,659.86",0.45,223,0.03,"2,925.55",1338,0.44,5,10,33,0.25,95,128,35,29,36,17.65,33,0
6,5,3,0,0,8,3,0.14,4,2,3,1,15,1,0,21,2,39.65,16.43,"10,701.74",0.22,126,0.06,594.54,651.41,0.33,2,4,14,0.11,46,80,21,15,28,0,21,0
13,17,5,0,5,32,9,0.27,16,2,6,0.67,33,1,0,33,1,48.43,10,"4,842.62",0.16,96,0.1,269.03,484.26,0.11,8,16,26,0.17,40,56,22,11,52,13.16,33,0
6,45,11,2,0,86,23,0.32,42,2.05,19,0.83,112,19,0.82,69,2,61.49,38.76,"92,377.54",0.79,377,0.03,"5,132.09","2,383.37",0.83,22,43,91,0.29,161,216,54,26,78,2.82,71,0
0,7,1,1,0,12,4,0.5,6,2,4,1,13,1,0,7,0,20.34,8.5,"1,469.46",0.06,40,0.12,81.64,172.88,0.25,3,6,11,0.44,17,23,10,10,9,12.5,8,0
5,3,6,2,7,4,2,0.13,2,2,2,1,13,1,0,13,0,39.87,6.9,"1,898.17",0.09,60,0.14,105.45,275.1,0.5,1,2,13,0.07,23,37,15,9,28,40.91,15,0
7,11,4,0,7,18,6,0.17,8,2.25,5,0.83,29,4,0.6,35,0,63.04,29.85,"56,178.07",0.63,305,0.03,3121,"1,881.83",0.67,5,9,25,0.12,145,160,51,21,50,16.67,35,0
1,3,2,0,0,4,2,0.13,2,2,2,1,7,1,0,15,1,16.95,16.5,"4,614.93",0.09,57,0.06,256.39,279.69,0.5,1,2,7,0.12,22,35,12,18,17,0,15,0
4,3,3,0,0,4,2,0.12,2,2,2,1,9,1,0,17,1,27.97,23.08,"14,896.06",0.22,139,0.04,827.56,645.5,0.5,1,2,9,0.09,50,89,13,12,22,0,17,0
1,84,0,1,0,140,47,0.75,68,2.06,1,0.02,153,5,0.09,62,0,51.11,52.22,"139,356.3",0.89,450,0.02,"7,742.02","2,668.83",0.11,36,70,108,0.72,161,289,37,24,65,1.59,63,0
7,5,3,0,2,8,3,0.13,4,2,3,1,17,1,0,23,0,37.53,13.2,"6,539.54",0.17,100,0.08,363.31,495.42,0.33,2,4,16,0.09,48,52,20,11,33,8,23,0
5,9,3,3,1,16,5,0.26,8,2,2,0.4,18,1,0,16,0,17.63,24.81,"10,852.6",0.15,91,0.04,602.92,437.47,0.2,4,8,15,0.19,43,48,13,15,26,20,19,0
18,19,5,1,58,34,10,0.16,16,2.13,2,0.2,41,5,0.44,60,1,61.6,40.23,"99,691.06",0.83,392,0.02,"5,538.39","2,478.2",0.5,9,17,33,0.07,177,215,55,25,138,49.58,61,0
7,5,3,0,8,8,3,0.19,4,2,2,0.67,12,1,0,16,1,20.48,14,"4,014.18",0.1,61,0.07,223.01,286.73,0.33,2,4,11,0.09,28,33,13,13,32,33.33,16,0
6,3,0,0,0,4,2,0.22,2,2,1,0.5,7,1,0,9,0,18.88,8.44,"1,346.14",0.05,39,0.12,74.79,159.41,0.5,1,2,7,0.13,19,20,9,8,16,0,9,0
1,3,1,0,0,4,2,0.22,2,2,2,1,7,1,0,9,3,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,0.5,1,2,7,0.18,12,16,8,9,11,0,9,0
1,11,0,0,0,20,6,0.26,10,2,1,0.17,23,6,1,23,0,23.89,25.29,"15,285.15",0.2,116,0.04,849.17,604.3,1,5,10,19,0.24,43,73,17,20,25,0,23,0
2,5,1,0,0,8,3,0.38,4,2,2,0.67,9,1,0,8,1,12.1,13.93,"2,347.73",0.06,39,0.07,130.43,168.56,0.33,2,4,8,0.27,15,24,7,13,11,0,8,0
20,19,8,0,7,36,10,0.22,18,2,9,0.9,44,3,0.22,46,1,79.08,27.5,"59,806.2",0.72,335,0.04,"3,322.57","2,174.77",0.3,9,18,36,0.14,143,192,65,25,74,13.21,46,0
18,11,8,0,7,20,6,0.15,10,2,6,1,30,3,0.4,40,2,55.79,31.11,"53,996.81",0.58,273,0.03,"2,999.82","1,735.61",0.5,5,10,26,0.09,120,153,54,28,66,14.89,40,0
1,15,1,0,0,24,8,0.73,10,2.4,2,0.25,26,7,0.86,11,0,15.48,21,"6,826.47",0.11,70,0.05,379.25,325.07,0.88,7,12,20,0.62,28,42,10,15,13,0,11,0
1,5,2,0,0,8,3,0.23,4,2,3,1,12,3,1,13,2,19.41,12.83,"3,197.08",0.08,53,0.08,177.62,249.12,1,2,4,11,0.2,22,31,12,14,15,0,13,0
3,51,9,0,0,96,26,0.32,46,2.09,16,0.62,110,22,0.84,82,2,83.45,34.68,"100,348.96",0.96,448,0.03,"5,574.94","2,893.83",0.85,25,48,86,0.3,196,252,65,23,86,0,82,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,8.26,12.1,1210,0.03,25,0.08,67.22,100,0.5,1,2,6,0.22,11,14,5,11,9,0,7,0
2,15,4,3,0,20,9,0.43,10,2,7,0.78,33,4,0.38,18,0,19.75,23.8,11186,0.16,94,0.04,621.44,470,0.44,5,10,26,0.2,42,52,15,17,44,14.29,21,0
5,9,2,0,7,16,5,0.17,8,2,5,1,19,5,1,29,1,43.84,18.6,"15,166.52",0.27,146,0.05,842.58,815.4,1,4,8,16,0.12,62,84,30,18,42,19.44,29,1
9,7,1,1,11,12,4,0.18,6,2,2,0.5,16,1,0,21,1,26.56,20.91,"11,613.09",0.19,103,0.05,645.17,555.41,0.25,3,6,14,0.09,46,57,22,20,43,36.36,22,0
4,9,3,0,47,16,5,0.24,8,2,5,1,19,1,0,21,5,59.67,14.3,"12,206.72",0.28,152,0.07,678.15,853.44,0.2,4,8,16,0.19,59,93,33,16,27,69.12,21,0
2,5,1,0,0,8,3,0.23,4,2,1,0.33,13,1,0,13,1,22.29,18.67,"7,768.18",0.14,84,0.05,431.57,416.15,0.33,2,4,12,0.19,35,49,15,16,16,0,13,0
25,27,7,0,9,48,14,0.18,22,2.18,10,0.71,57,6,0.38,77,1,83.64,45,"169,364.46",1.25,555,0.02,"9,409.14","3,763.65",0.43,13,25,45,0.13,240,315,80,30,112,10.47,77,0
0,9,0,0,0,16,5,0.45,8,2,1,0.2,17,3,0.5,11,2,16.86,17.14,"4,949.88",0.1,63,0.06,274.99,288.85,0.6,4,8,14,0.42,29,34,11,13,12,0,11,0
12,55,12,2,0,68,34,0.38,34,2,15,0.44,123,17,0.48,87,2,59.99,53.33,"170,637.7",1.07,470,0.02,"9,479.87","3,199.46",0.5,17,34,91,0.33,192,278,72,40,102,2.25,89,0
7,3,1,0,0,4,2,0.18,2,2,2,1,6,1,0,11,1,22.92,7,"1,123.32",0.05,35,0.14,62.41,160.47,0.5,1,2,6,0.11,14,21,12,12,19,0,11,0
2,17,2,0,0,24,9,0.47,8,3,4,0.44,32,6,0.63,19,2,28.4,27.71,"21,801.15",0.26,145,0.04,"1,211.17",786.81,0.67,8,14,25,0.41,70,75,24,19,22,0,19,0
0,7,2,0,0,12,4,0.24,6,2,3,0.75,13,1,0,17,2,25.96,11.15,"3,229.13",0.1,64,0.09,179.4,289.51,0.25,3,6,11,0.22,29,35,13,10,18,0,17,0
1,41,8,4,1,48,28,0.27,24,2,13,0.46,96,14,0.48,99,0,42.16,111.54,"524,548.83",1.57,687,0.01,"29,141.6","4,702.85",0.5,12,24,70,0.26,290,397,65,50,106,4.81,103,0
8,7,1,2,6,12,4,0.24,6,2,1,0.25,16,1,0,15,0,31.88,12.28,"4,805.3",0.13,79,0.08,266.96,391.38,0.25,3,6,14,0.13,34,45,18,13,32,34.78,17,1
4,3,2,0,2,4,2,0.22,2,2,2,1,6,1,0,9,2,23.29,7.08,"1,168.74",0.05,37,0.14,64.93,165,0.5,1,2,6,0.13,17,20,12,10,16,18.18,9,0
2,3,1,0,0,4,2,0.22,2,2,2,1,7,1,0,9,3,15.57,7.5,875.68,0.04,28,0.13,48.65,116.76,0.5,1,2,7,0.17,12,16,8,10,12,0,9,0
2,15,0,0,0,28,8,0.36,14,2,1,0.13,29,8,1,22,0,15.12,25.5,"9,828.72",0.13,83,0.04,546.04,385.44,1,7,14,23,0.32,34,49,10,15,25,0,22,0
56,36,19,0,50,40,24,0.17,20,2,18,0.75,93,9,0.35,141,1,87.72,51.91,"236,376.96",1.52,657,0.02,"13,132.05","4,553.49",0.38,10,20,71,0.09,292,365,90,32,258,26.18,141,1
2,11,0,0,0,18,6,0.86,8,2.25,1,0.17,18,5,0.8,7,0,9.45,16.5,2574,0.05,39,0.06,143,156,0.83,5,9,14,0.6,11,28,4,12,10,0,7,0
1,5,1,0,0,8,3,0.43,4,2,2,0.67,10,3,1,7,0,10.91,8.8,844.8,0.03,24,0.11,46.93,96,1,2,4,9,0.33,8,16,5,11,9,0,7,0
0,5,3,1,0,8,3,0.33,4,2,3,1,12,1,0,8,0,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.33,2,4,11,0.3,14,16,11,9,10,11.11,9,0
1,16,0,5,0,12,12,0.26,6,2,1,0.08,34,6,0.45,41,4,29.35,33.5,32937,0.33,178,0.03,"1,829.83",983.19,0.5,3,6,24,0.25,67,111,23,23,48,10.87,46,0
1,7,1,0,0,12,4,0.31,6,2,2,0.5,15,3,0.67,13,4,15.39,20.17,"6,258.43",0.1,61,0.05,347.69,310.34,0.75,3,6,13,0.27,22,39,12,22,15,0,13,0
7,5,1,3,0,8,3,0.15,4,2,1,0.33,11,1,0,17,2,27.46,13.36,"4,903.83",0.12,88,0.07,272.44,366.95,0.33,2,4,10,0.11,42,46,11,7,28,15,20,0
1,9,1,0,0,16,5,0.28,8,2,1,0.2,22,1,0,18,0,11.47,28,"8,990.21",0.11,72,0.04,499.46,321.08,0.2,4,8,19,0.25,32,40,8,14,20,0,18,0
2,3,2,0,0,4,2,0.33,2,2,2,1,7,1,0,6,0,16.5,2,66,0.01,11,0.5,3.67,33,0.5,1,2,7,0.22,4,7,4,4,9,0,6,0
5,5,3,1,1,8,3,0.2,4,2,3,1,14,1,0,14,0,15.83,11,"1,915.82",0.06,41,0.09,106.43,174.17,0.33,2,4,13,0.14,16,25,8,11,22,12.5,15,0
14,17,2,0,0,24,9,0.31,8,3,5,0.56,24,9,1,29,1,47.16,15.35,"11,107.27",0.24,136,0.07,617.07,723.78,1,8,12,17,0.2,57,79,26,14,44,0,29,0
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,0,6.02,18.33,"2,024.24",0.04,29,0.05,112.46,110.41,0.33,2,4,9,0.33,10,19,3,11,9,0,7,0
4,5,1,0,4,8,3,0.25,4,2,1,0.33,9,3,1,12,0,16.48,8.25,"1,121.45",0.05,32,0.12,62.3,135.93,1,2,4,8,0.14,12,20,8,11,21,25,12,0
42,24,3,8,19,24,16,0.18,10,2.4,10,0.63,50,7,0.4,83,1,44.12,58.5,"150,993.43",0.86,424,0.02,"8,388.52","2,581.08",0.44,7,12,36,0.1,189,235,42,26,153,24.55,91,0
2,143,8,0,0,186,72,1.24,88,2.11,71,0.99,221,70,0.97,58,0,89.69,33.23,"99,019.72",0.99,483,0.03,"5,501.1","2,980.07",0.97,49,93,151,1.18,215,268,55,17,61,0,58,0
1,11,2,0,0,18,6,0.5,8,2.25,2,0.33,21,6,1,12,0,12.67,21.85,"6,050.37",0.09,57,0.05,336.13,276.9,1,5,9,17,0.43,23,34,10,19,14,0,12,0
5,19,2,0,0,36,10,0.5,18,2,6,0.6,39,1,0,20,2,27.22,22.09,"13,284.98",0.2,113,0.05,738.05,601.38,0.1,9,18,31,0.38,54,59,22,18,26,0,20,0
12,5,6,0,27,8,3,0.1,4,2,1,0.33,22,1,0,31,2,87.22,17.4,"26,406.88",0.51,252,0.06,"1,467.05","1,517.64",0.33,2,4,21,0.04,116,136,50,15,71,46.55,31,0
1,11,2,0,0,16,6,0.35,6,2.67,3,0.5,20,6,1,17,3,15.38,23.38,"8,403.09",0.12,74,0.04,466.84,359.49,1,5,8,16,0.32,33,41,12,17,19,0,17,0
7,3,2,0,3,4,2,0.15,2,2,2,1,7,1,0,13,1,21.63,18,"7,009.12",0.13,81,0.06,389.4,389.4,0.5,1,2,7,0.08,36,45,14,14,24,18.75,13,0
1,11,4,1,0,18,6,0.32,8,2.25,4,0.67,20,6,1,18,1,21.36,16,"5,469.43",0.11,69,0.06,303.86,341.84,1,5,9,16,0.29,30,39,15,16,21,5.26,19,0
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,0,10.53,13.2,"1,834.45",0.05,34,0.08,101.91,138.97,0.5,1,2,5,0.18,11,23,5,12,11,0,9,0
9,11,5,0,7,16,6,0.29,8,2,6,1,22,5,0.8,21,2,39.03,15,"8,781.18",0.2,110,0.07,487.84,585.41,0.83,4,8,18,0.16,50,60,25,15,38,25,21,0
4,7,1,2,7,12,4,0.29,6,2,2,0.5,13,1,0,12,0,32.54,10.88,"3,848.89",0.12,69,0.09,213.83,353.92,0.25,3,6,11,0.15,29,40,20,15,26,42.86,14,1
3,3,2,0,1,4,2,0.22,2,2,2,1,7,1,0,9,0,22.01,7.2,"1,140.89",0.05,38,0.14,63.38,158.46,0.5,1,2,7,0.14,18,20,10,8,14,10,9,0
1,3,1,0,0,4,2,0.15,2,2,1,0.5,7,1,0,13,2,26.51,7.13,"1,345.7",0.06,43,0.14,74.76,188.87,0.5,1,2,7,0.13,19,24,12,9,15,0,13,0
1,15,3,0,0,28,8,0.28,14,2,6,0.75,32,6,0.71,29,2,28.38,26.96,"20,624.52",0.26,141,0.04,"1,145.81",765.1,0.75,7,14,26,0.26,62,79,23,20,31,0,29,0
23,13,12,1,9,22,7,0.19,10,2.2,7,1,37,5,0.67,35,0,55.33,15.94,"14,063.19",0.29,154,0.06,781.29,882.1,0.71,6,11,32,0.1,62,92,35,18,69,22.22,36,0
3,9,3,0,0,16,5,0.21,8,2,4,0.8,21,1,0,24,0,31.59,18.2,"10,462.88",0.19,113,0.05,581.27,574.88,0.2,4,8,18,0.18,52,61,20,14,28,0,24,0
3,9,1,0,0,16,5,0.28,8,2,2,0.4,20,1,0,18,3,32.36,14.08,"6,418.99",0.15,92,0.07,356.61,455.79,0.2,4,8,17,0.23,39,53,18,13,22,0,18,0
2,3,1,0,1,4,2,0.29,2,2,2,1,5,1,0,7,0,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,0.5,1,2,5,0.18,9,15,8,10,11,12.5,7,0
0,11,4,0,0,18,6,0.43,8,2.25,4,0.67,20,6,1,14,1,16.89,18.31,"5,659.53",0.1,63,0.05,314.42,309.13,1,5,9,16,0.4,28,35,13,17,15,0,14,0
3,5,0,0,0,8,3,0.3,4,2,1,0.33,10,1,0,10,3,9.15,16.25,"2,416.01",0.05,35,0.06,134.22,148.68,0.33,2,4,9,0.21,15,20,6,13,14,0,10,0
7,5,3,0,1,8,3,0.25,4,2,3,1,10,1,0,12,1,19.74,11.67,"2,687.08",0.08,49,0.09,149.28,230.32,0.33,2,4,9,0.14,20,29,12,14,21,7.69,12,0
1,11,2,0,0,18,6,0.33,8,2.25,2,0.33,21,6,1,18,4,22.75,20,"9,099.07",0.15,88,0.05,505.5,454.95,1,5,9,17,0.3,40,48,18,18,20,0,18,0
17,57,3,24,38,102,29,0.32,46,2.22,9,0.31,96,8,0.25,66,0,163.74,20.69,"70,100.61",1.13,488,0.05,"3,894.48","3,387.95",0.28,28,59,69,0.2,201,287,102,21,146,48.44,90,1
0,5,0,0,0,6,3,0.6,2,3,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1,2,3,6,0.5,6,11,5,8,6,0,5,0
19,13,2,0,8,22,7,0.22,10,2.2,3,0.43,24,1,0,32,0,37.91,16.96,"10,903.69",0.21,120,0.06,605.76,642.91,0.14,6,11,19,0.12,53,67,25,16,60,20,32,0
1,5,0,0,0,8,3,0.25,4,2,1,0.33,9,3,1,12,0,10.49,18,"3,399.65",0.06,43,0.06,188.87,188.87,1,2,4,8,0.21,18,25,7,14,14,0,12,0
1,15,0,0,0,22,8,0.42,8,2.75,1,0.13,25,6,0.71,19,1,7.74,101.06,"79,044.51",0.26,161,0.01,"4,391.36",782.13,0.75,7,11,19,0.38,77,84,8,21,21,0,19,0
15,25,8,2,21,46,13,0.16,22,2.09,8,0.62,61,7,0.5,81,4,105.63,27.36,"79,066.26",0.96,443,0.04,"4,392.57","2,889.94",0.54,12,23,50,0.11,185,258,71,21,120,22.12,83,0
3,15,2,5,9,26,8,0.32,12,2.17,4,0.5,26,1,0,20,0,50.38,12.13,"7,410.9",0.2,110,0.08,411.72,611,0.13,7,13,20,0.21,47,63,31,16,38,41.18,25,1
13,11,7,1,5,16,6,0.26,6,2.67,4,0.67,25,5,0.8,22,0,44.98,9.92,"4,423.57",0.15,85,0.1,245.75,446.07,0.83,5,8,21,0.14,34,51,24,14,42,21.43,23,0
1,5,5,0,0,8,3,0.23,4,2,3,1,16,3,1,13,0,35.93,5.63,"1,136.92",0.07,43,0.18,63.16,202.12,1,2,4,15,0.2,18,25,16,10,15,0,13,0
21,8,5,0,2,4,6,0.21,2,2,3,0.5,24,1,0,29,0,30.85,12.92,"5,147.38",0.13,79,0.08,285.97,398.51,0.17,1,2,20,0.11,31,48,18,15,53,6.45,29,0
4,5,0,0,6,8,3,0.23,4,2,1,0.33,19,1,0,13,0,16.59,15.82,"4,150.16",0.09,58,0.06,230.56,262.37,0.33,2,4,18,0.13,29,29,11,12,24,31.58,13,0
0,11,3,0,0,20,6,0.27,10,2,4,0.67,26,1,0,22,0,33.56,12.02,"4,852.71",0.13,80,0.08,269.59,403.55,0.17,5,10,22,0.26,37,43,20,13,23,0,22,0
