$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
9,5,18,2,16,5,0.24,8,2,4,0.8,22,4,0,3,3,18.05,15.33,"4,242.98",0.09,63,0.07,235.72,276.72,0.8,4,8,19,0.2,23,40,9,12,25,86.96,21,0
7,0,1,0,10,4,2,2,5,1,0.25,9,3,0,1,3,7.14,10.67,811.81,0.03,22,0.09,45.1,76.11,0.75,4,7,7,1,8,14,3,8,4,50,2,0
9,4,12,0,16,5,0.38,8,2,2,0.4,24,1,0,1,2,18.67,9.63,"1,729.78",0.06,46,0.1,96.1,179.72,0.2,4,8,21,0.33,22,24,8,7,15,92.31,13,0
5,3,11,7,8,3,0.23,4,2,2,0.67,14,1,0,2,0,27.56,12.76,"4,489.96",0.12,71,0.08,249.44,351.75,0.33,2,4,13,0.14,31,40,17,14,22,90,13,1
53,8,67,0,86,27,0.34,34,2.53,16,0.59,110,18,0,12,2,27.43,62.5,"107,141.35",0.57,314,0.02,"5,952.3","1,714.26",0.67,26,43,85,0.33,125,189,22,22,82,84.81,79,0
1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,0
9,2,11,4,16,5,0.38,8,2,3,0.6,27,1,0,2,0,20.2,19.71,"7,845.36",0.13,88,0.05,435.85,398.07,0.2,4,8,24,0.26,43,45,12,11,19,88.24,13,0
19,3,13,0,20,10,0.63,6,3.33,4,0.4,32,10,1,3,3,10.04,27.08,"7,363.07",0.09,64,0.04,409.06,271.87,1,7,10,24,0.56,25,39,6,13,18,81.25,16,0
3,1,22,9,4,2,0.09,2,2,2,1,9,1,0,1,3,25.14,20.43,"10,490.64",0.17,108,0.05,582.81,513.53,0.5,1,2,9,0.06,44,64,14,13,36,96.88,23,0
3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,7.92,4,126.8,0.01,10,0.25,7.04,31.7,0.5,2,3,5,0.5,4,6,3,6,4,50,2,0
9,3,12,4,16,5,0.31,8,2,5,1,24,5,1,4,2,18.2,14,"3,567.06",0.08,53,0.07,198.17,254.79,1,4,8,21,0.21,21,32,12,16,24,80,16,0
3,1,5,0,4,2,0.29,2,2,2,1,7,1,0,2,3,7.13,13.5,"1,298.85",0.03,26,0.07,72.16,96.21,0.5,1,2,7,0.2,12,14,4,9,10,71.43,7,0
3,1,2,4,4,2,0.67,2,2,2,1,5,1,0,1,0,8,3,72,0.01,8,0.33,4,24,0.5,1,2,5,0.22,2,6,2,6,9,85.71,3,0
3,2,7,2,4,2,0.22,2,2,2,1,9,1,0,2,0,27.05,6.92,"1,296.67",0.06,42,0.14,72.04,187.3,0.5,1,2,9,0.15,20,22,13,9,13,81.82,9,0
5,3,6,0,8,3,0.38,4,2,3,1,10,1,0,2,2,22.99,4.44,454.16,0.03,25,0.23,25.23,102.19,0.33,2,4,9,0.3,10,15,9,8,10,75,8,0
7,4,9,3,12,4,0.36,6,2,2,0.5,16,1,0,2,3,33.75,10.33,"3,604.18",0.12,68,0.1,200.23,348.79,0.25,3,6,14,0.22,31,37,21,14,18,85.71,11,0
19,7,45,21,32,10,0.19,14,2.29,6,0.6,42,6,0,8,0,100.62,8.75,"7,703.86",0.29,156,0.11,427.99,880.44,0.6,9,16,34,0.13,70,86,40,10,76,89.19,53,0
3,0,8,0,4,2,0.2,2,2,1,0.5,8,1,0,2,1,16.23,9.56,"1,485.28",0.05,38,0.1,82.52,155.32,0.5,1,2,8,0.14,17,21,8,9,14,80,10,0
5,1,14,1,8,3,0.18,4,2,2,0.67,11,1,0,3,5,15.13,14.95,"3,381.36",0.08,50,0.07,187.85,226.18,0.33,2,4,10,0.13,23,27,10,13,23,83.33,17,0
3,2,2,4,4,2,0.5,2,2,2,1,6,1,0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,0.5,1,2,6,0.2,2,6,2,5,10,75,4,0
5,2,3,0,8,3,0.75,4,2,2,0.67,12,1,0,1,2,9.29,11,"1,124.05",0.03,25,0.09,62.45,102.19,0.33,2,4,11,0.5,12,13,6,11,6,75,4,0
9,11,23,0,16,5,0.17,8,2,5,1,34,1,0,6,1,21.63,24.5,12985,0.18,106,0.04,721.39,530,0.2,4,8,31,0.16,49,57,16,16,31,79.31,29,0
5,2,3,0,8,3,0.75,4,2,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1,2,4,10,0.5,8,15,5,12,6,75,4,0
7,3,6,1,12,4,0.5,6,2,4,1,18,4,1,2,2,17.33,8.33,"1,203.58",0.05,34,0.12,66.87,144.43,1,3,6,16,0.31,15,19,9,10,13,77.78,8,0
9,1,14,2,16,5,0.29,8,2,2,0.4,18,1,0,3,1,9.4,27.43,"7,072.27",0.09,57,0.04,392.9,257.83,0.2,4,8,15,0.24,24,33,7,16,21,84.21,17,0
3,1,6,1,4,2,0.29,2,2,1,0.5,7,1,0,1,1,19.97,5.5,603.94,0.04,25,0.18,33.55,109.81,0.5,1,2,7,0.2,10,15,10,11,10,87.5,7,0
5,2,3,0,8,3,0.75,4,2,2,0.67,12,1,0,1,3,10.57,12.86,"1,747.72",0.05,32,0.08,97.1,135.93,0.33,2,4,11,0.43,15,17,7,12,7,75,4,0
3,2,5,0,4,2,0.29,2,2,2,1,7,1,0,2,0,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,0.5,1,2,7,0.22,10,15,6,9,9,71.43,7,0
3,3,4,0,4,2,0.33,2,2,2,1,7,1,0,2,2,11.31,7.2,586.15,0.03,22,0.14,32.56,81.41,0.5,1,2,7,0.22,9,13,5,8,9,66.67,6,0
3,2,6,0,4,2,0.25,2,2,2,1,8,1,0,2,2,10.29,11.67,1400,0.04,30,0.09,77.78,120,0.5,1,2,8,0.2,14,16,6,10,10,75,8,0
7,6,26,1,12,4,0.13,6,2,4,1,21,4,1,4,5,31.4,18.47,"10,714.74",0.19,116,0.05,595.26,580,1,3,6,19,0.12,54,62,19,13,34,87.1,30,0
11,2,21,1,20,6,0.24,10,2,3,0.5,27,5,0,4,2,13.94,25,"8,711.43",0.12,76,0.04,483.97,348.46,0.83,5,10,23,0.21,30,46,9,15,29,84.62,25,0
7,1,4,0,12,4,0.8,6,2,1,0.25,14,1,0,1,1,17.74,8.67,"1,332.34",0.05,35,0.12,74.02,153.73,0.25,3,6,12,0.57,13,22,9,12,7,80,5,0
7,6,4,2,10,4,0.8,4,2.5,4,1,17,3,0,1,4,24.49,10.68,"2,792.65",0.09,55,0.09,155.15,261.51,0.75,3,5,15,0.31,23,32,14,13,13,85.71,5,0
7,9,11,5,12,4,0.33,6,2,4,1,22,1,0,1,2,30.16,11,"3,648.78",0.11,69,0.09,202.71,331.71,0.25,3,6,20,0.21,22,47,14,14,19,94.12,12,0
3,1,7,3,4,2,0.22,2,2,1,0.5,8,1,0,2,4,19.63,10.05,"1,980.5",0.07,43,0.1,110.03,197.15,0.5,1,2,8,0.12,17,26,11,13,17,83.33,9,0
5,8,12,3,8,3,0.2,4,2,3,1,18,1,0,3,2,16.58,12.57,"2,621.1",0.07,50,0.08,145.62,208.5,0.33,2,4,17,0.15,16,34,7,11,20,83.33,15,0
5,0,4,0,8,3,0.5,4,2,1,0.33,9,1,0,2,4,8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,0.33,2,4,8,0.33,7,12,4,9,9,66.67,6,0
15,5,49,15,28,8,0.15,14,2,1,0.13,49,1,0,6,5,49.75,43,"91,978.75",0.71,383,0.02,"5,109.93","2,139.04",0.13,7,14,43,0.11,172,211,32,16,76,91.43,55,0
3,1,4,7,4,2,0.33,2,2,2,1,5,1,0,2,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,0.5,1,2,5,0.13,5,9,4,6,15,84.62,6,0
67,12,106,18,100,35,0.28,38,2.63,26,0.74,143,26,0,19,3,72.43,57.44,"238,951.09",1.39,610,0.02,"13,275.06","4,160.31",0.74,31,50,110,0.24,256,354,78,35,146,86.71,125,0
5,1,7,26,6,3,0.3,2,3,1,0.33,9,3,1,3,2,20.04,7.33,"1,077.6",0.05,34,0.14,59.87,146.95,1,2,3,8,0.08,12,22,9,11,39,91.67,10,0
7,12,15,6,12,4,0.24,6,2,4,1,26,1,0,2,5,59.54,5.6,"1,867.06",0.11,65,0.18,103.73,333.4,0.25,3,6,24,0.14,28,37,25,10,28,91.3,17,0
5,4,3,0,8,3,0.75,4,2,3,1,16,1,0,1,3,24,5.83,816.67,0.05,35,0.17,45.37,140,0.33,2,4,15,0.5,15,20,9,7,6,75,4,0
5,4,9,1,8,3,0.25,4,2,3,1,16,1,0,3,1,13.36,17.94,"4,301.69",0.08,51,0.06,238.98,239.72,0.33,2,4,15,0.2,19,32,9,17,15,76.92,12,0
3,1,4,0,4,2,0.4,2,2,2,1,8,1,0,1,1,15.33,11.67,"2,086.15",0.06,39,0.09,115.9,178.81,0.5,1,2,8,0.22,14,25,9,15,9,80,5,0
13,7,18,7,20,7,0.32,8,2.5,6,0.86,29,5,0,4,4,32.27,18.21,"10,705.77",0.2,112,0.05,594.77,587.77,0.71,6,11,24,0.21,45,67,21,17,34,86.21,22,0
7,1,8,1,12,4,0.36,6,2,2,0.5,15,1,0,3,3,15.73,8.75,"1,204.07",0.05,33,0.11,66.89,137.61,0.25,3,6,13,0.29,14,19,8,10,14,75,11,0
3,1,4,12,4,2,0.33,2,2,1,0.5,7,1,0,2,0,14.3,6.29,564.82,0.03,23,0.16,31.38,89.86,0.5,1,2,7,0.1,11,12,7,8,20,88.89,6,0
3,0,5,4,4,2,0.29,2,2,1,0.5,6,1,0,2,0,8.52,12,"1,226.24",0.03,25,0.08,68.12,102.19,0.5,1,2,6,0.15,10,15,5,12,13,81.82,7,0
5,4,18,1,8,3,0.14,4,2,2,0.67,14,1,0,3,5,22.46,14.39,"4,653.68",0.11,68,0.07,258.54,323.33,0.33,2,4,13,0.12,31,37,14,13,26,86.36,21,0
15,8,23,10,20,8,0.33,6,3.33,6,0.75,38,6,0,1,2,36.9,17.19,"10,901.14",0.21,120,0.06,605.62,634.25,0.75,7,10,32,0.22,55,65,24,15,36,97.06,24,1
3,4,3,0,4,2,0.5,2,2,2,1,8,1,0,1,2,15.13,7.43,834.75,0.04,26,0.13,46.37,112.37,0.5,1,2,8,0.33,8,18,7,13,6,75,4,0
5,2,9,0,8,3,0.25,4,2,2,0.67,10,1,0,3,0,22.38,9.55,"2,039.08",0.07,46,0.1,113.28,213.62,0.33,2,4,9,0.21,15,31,11,14,14,75,12,0
3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,2,10.81,4.8,249.08,0.02,15,0.21,13.84,51.89,0.5,1,2,6,0.29,8,7,5,6,7,80,4,0
3,1,2,0,4,2,0.67,2,2,2,1,5,1,0,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,5,0.4,3,6,3,6,5,66.67,3,0
5,4,8,1,8,3,0.27,4,2,3,1,14,1,0,3,3,13.21,17.1,"3,863.67",0.08,47,0.06,214.65,225.95,0.33,2,4,13,0.2,19,28,10,18,15,75,11,0
9,7,20,3,12,5,0.2,6,2,5,1,22,1,0,5,0,33.65,8.75,"2,576.12",0.1,60,0.11,143.12,294.41,0.2,3,6,19,0.17,20,40,16,14,30,82.14,25,0
3,2,3,1,4,2,0.5,2,2,2,1,6,1,0,1,0,7.33,4.5,148.5,0.01,11,0.22,8.25,33,0.5,1,2,6,0.29,3,8,2,6,7,80,4,0
11,8,20,5,20,6,0.25,10,2,5,0.83,34,1,0,4,1,20.14,22.1,"9,834.5",0.15,89,0.05,546.36,445,0.17,5,10,30,0.19,39,50,15,17,31,86.21,24,0
3,1,10,0,4,2,0.17,2,2,1,0.5,7,1,0,2,1,19.76,10.5,"2,178.25",0.07,48,0.1,121.01,207.45,0.5,1,2,7,0.14,21,27,10,10,14,83.33,12,0
3,12,9,4,4,2,0.17,2,2,2,1,20,1,0,3,2,33.8,9,"2,738.04",0.1,62,0.11,152.11,304.23,0.5,1,2,20,0.12,27,35,18,12,17,81.25,12,0
3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,9.97,4.67,217.03,0.02,14,0.21,12.06,46.51,0.5,2,3,5,0.5,4,10,3,7,4,50,2,0
5,10,31,18,8,3,0.09,4,2,3,1,22,3,1,2,7,38.32,23.93,"21,937.95",0.31,166,0.04,"1,218.78",916.91,1,2,4,21,0.05,68,98,27,19,59,96.08,33,1
21,11,36,24,36,11,0.26,18,2,11,1,49,1,0,6,0,32.54,24.65,"19,784.27",0.27,147,0.04,"1,099.13",802.54,0.09,9,18,40,0.16,54,93,23,21,68,90.91,42,0
3,0,5,18,4,2,0.29,2,2,1,0.5,7,1,0,2,1,16.75,7.5,942.32,0.04,33,0.13,52.35,125.64,0.5,1,2,7,0.07,15,18,7,7,27,92,7,0
7,5,9,0,10,4,0.4,4,2.5,3,0.75,14,1,0,1,2,28.12,7.5,"1,581.81",0.07,46,0.13,87.88,210.91,0.25,3,5,12,0.33,21,25,14,10,12,90,10,0
3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,2,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,0.5,1,2,7,0.33,10,13,6,9,6,75,4,0
11,1,6,0,20,6,0.86,10,2,1,0.17,22,1,0,1,1,22.33,7,"1,093.93",0.05,40,0.14,60.77,156.28,0.17,5,10,18,0.67,16,24,8,7,9,85.71,7,0
3,1,4,6,4,2,0.33,2,2,2,1,5,1,0,2,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,0.5,1,2,5,0.14,5,9,4,6,14,83.33,6,0
9,10,35,0,14,5,0.12,6,2.33,4,0.8,30,3,0,6,9,45.29,24.8,"27,844.43",0.37,211,0.04,"1,546.91","1,122.93",0.6,4,7,27,0.11,103,108,27,13,46,85.37,41,0
3,3,9,0,4,2,0.18,2,2,2,1,9,1,0,2,3,15.84,15.56,"3,832.57",0.08,58,0.06,212.92,246.38,0.5,1,2,9,0.14,28,30,9,10,14,81.82,11,0
3,6,9,0,4,2,0.18,2,2,2,1,10,1,0,2,4,25.37,11.25,"3,210.79",0.1,64,0.09,178.38,285.4,0.5,1,2,10,0.13,27,37,12,10,15,81.82,11,0
9,4,11,0,14,5,0.33,6,2.33,4,0.8,16,4,0,4,4,17.47,10.39,"1,885.8",0.06,42,0.1,104.77,181.52,0.8,4,7,13,0.28,17,25,9,11,18,73.33,15,0
5,1,8,0,8,3,0.3,4,2,2,0.67,11,1,0,2,5,11.72,10,"1,172.07",0.04,30,0.1,65.11,117.21,0.33,2,4,10,0.21,10,20,5,10,14,80,10,0
7,2,17,1,8,4,0.21,2,4,2,0.5,12,4,1,2,4,40.2,18.67,"14,007.31",0.25,141,0.05,778.18,750.39,1,3,4,10,0.17,56,85,24,16,23,90,19,0
3,3,14,0,4,2,0.12,2,2,2,1,9,1,0,3,6,25.77,19.64,"9,942.83",0.17,109,0.05,552.38,506.18,0.5,1,2,9,0.1,50,59,14,11,21,82.35,17,0
9,3,12,1,16,5,0.31,8,2,5,1,23,5,1,4,2,20.76,10.29,"2,198.48",0.07,46,0.1,122.14,213.62,1,4,8,20,0.24,19,27,12,13,21,76.47,16,0
3,2,5,1,4,2,0.29,2,2,2,1,10,1,0,2,0,16.03,9.17,1347,0.05,34,0.11,74.83,146.95,0.5,1,2,10,0.2,15,19,9,11,10,75,7,0
9,6,12,0,14,5,0.33,6,2.33,5,1,24,5,1,3,1,17.23,16.36,"4,614.98",0.09,60,0.06,256.39,282.03,1,4,7,21,0.29,24,36,11,15,17,80,15,0
1,1,0,0,4,1,1,2,2,1,1,2,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,1,2,3,1,2,5,2,5,1,0,0,0
5,7,15,8,8,3,0.18,4,2,2,0.67,19,1,0,2,3,14.33,25,"8,955.08",0.12,73,0.04,497.5,358.2,0.33,2,4,18,0.1,25,48,10,20,29,92,17,0
9,0,40,8,16,5,0.11,8,2,1,0.2,20,1,0,4,3,21.96,95,198185,0.7,455,0.01,"11,010.28","2,086.15",0.2,4,8,17,0.09,190,265,12,12,55,92.31,44,0
3,1,2,0,4,2,0.67,2,2,2,1,6,1,0,1,5,12.28,7,601.66,0.03,22,0.14,33.43,85.95,0.5,1,2,6,0.29,7,15,5,10,7,66.67,3,0
5,3,4,4,6,3,0.5,2,3,2,0.67,9,1,0,2,3,12.15,9,984.54,0.04,28,0.11,54.7,109.39,0.33,2,3,8,0.23,12,16,6,9,13,80,6,0
3,4,23,15,4,2,0.08,2,2,1,0.5,20,1,0,1,2,81.51,15.32,19133,0.42,216,0.07,"1,062.94","1,248.77",0.5,1,2,20,0.05,99,117,42,13,42,97.44,24,1
3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,0,3.48,4,55.73,0,6,0.25,3.1,13.93,0.5,1,2,5,0.4,2,4,1,4,5,66.67,3,0
3,1,5,4,4,2,0.29,2,2,2,1,6,1,0,2,1,14.76,4.5,298.97,0.02,20,0.22,16.61,66.44,0.5,1,2,6,0.15,6,14,4,6,13,81.82,7,0
3,1,3,2,4,2,0.5,2,2,1,0.5,6,1,0,1,1,26.21,5.41,766.89,0.05,34,0.18,42.6,141.78,0.5,1,2,6,0.25,17,17,11,7,8,83.33,4,0
13,1,13,19,14,7,0.47,2,7,2,0.29,15,1,0,2,1,14.84,22.22,"7,326.97",0.11,71,0.05,407.05,329.71,0.14,6,7,10,0.19,25,46,9,16,36,94.12,15,0
11,0,5,0,20,6,0.86,8,2.5,1,0.17,18,5,0,2,4,12.42,12.83,"2,045.78",0.05,39,0.08,113.65,159.41,0.83,6,10,14,0.6,14,25,6,11,10,71.43,7,0
3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,18,0.3,12.85,68.53,0.5,1,2,6,0.29,9,9,8,6,7,60,5,0
7,3,9,43,12,4,0.33,6,2,2,0.5,15,1,0,3,0,16.8,8.33,"1,166.67",0.05,35,0.12,64.81,140,0.25,3,6,13,0.07,10,25,6,10,57,94.55,12,0
3,0,1,4,4,2,1,2,2,1,0.5,6,1,0,1,0,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,0
9,7,16,0,16,5,0.24,8,2,5,1,21,5,1,5,2,19.63,19.38,"7,370.08",0.13,80,0.05,409.45,380.39,1,4,8,18,0.22,31,49,12,15,23,76.19,21,0
3,0,1,14,4,2,1,2,2,1,0.5,5,1,0,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.5,1,2,5,0.11,2,5,2,5,18,93.75,2,0
17,2,34,0,32,9,0.23,16,2,3,0.33,36,3,0,6,3,24.75,23,"13,091.58",0.19,116,0.04,727.31,569.2,0.33,8,16,29,0.2,46,70,15,15,44,85,40,0
5,1,6,0,6,3,0.38,2,3,2,0.67,9,3,1,2,4,10.16,10,"1,015.79",0.03,26,0.1,56.43,101.58,1,2,3,8,0.23,10,16,5,10,13,75,8,0
3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,2,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,0.5,1,2,7,0.33,5,7,5,7,6,50,2,0
13,3,35,10,22,7,0.17,10,2.2,6,0.86,30,5,0,7,2,14.61,40.91,"24,444.48",0.2,123,0.02,"1,358.03",597.53,0.71,6,11,25,0.13,50,73,11,18,54,86.54,42,0
3,2,11,0,4,2,0.15,2,2,1,0.5,8,1,0,2,2,24.99,9.23,"2,129.55",0.08,51,0.11,118.31,230.7,0.5,1,2,8,0.13,24,27,13,10,15,84.62,13,0
5,2,17,1,6,3,0.16,2,3,2,0.67,10,3,1,2,3,40.35,18.33,"13,562.05",0.25,139,0.05,753.45,739.75,1,2,3,9,0.14,55,84,24,16,22,90,19,0
7,4,17,0,12,4,0.2,6,2,2,0.5,18,1,0,3,1,24.02,14.31,"4,916.77",0.11,74,0.07,273.15,343.65,0.25,3,6,16,0.18,31,43,13,12,22,85,20,0
3,1,2,0,4,2,0.67,2,2,1,0.5,6,1,0,1,1,21.78,6.05,797.21,0.04,30,0.17,44.29,131.77,0.5,1,2,6,0.4,11,19,10,11,5,66.67,3,0
5,5,5,0,8,3,0.5,4,2,3,1,14,1,0,1,5,21.72,9.6,"2,001.56",0.07,50,0.1,111.2,208.5,0.33,2,4,13,0.33,24,26,10,8,9,83.33,6,0
5,1,7,6,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,"2,313.9",0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.19,19,19,11,15,16,92.86,8,0
17,5,36,16,20,11,0.26,10,2,10,0.91,34,1,0,6,1,28.41,29.76,"25,170.95",0.28,160,0.03,"1,398.39",845.66,0.09,5,10,25,0.18,46,114,17,22,60,89.66,42,0
35,15,57,10,54,19,0.31,24,2.25,8,0.42,84,8,0,5,4,31.63,42.73,"57,745.67",0.45,222,0.02,"3,208.09","1,351.42",0.42,15,27,67,0.25,102,120,37,31,75,93.06,62,0
7,1,5,12,12,4,0.67,6,2,1,0.25,14,1,0,1,2,10.68,15,"2,402.74",0.05,41,0.07,133.49,160.18,0.25,3,6,12,0.2,15,26,5,10,20,94.44,6,0
